,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52
1388,52.0,51.0,52.0,52.0,52.0,52.0,50.0,53.0,53.0,52.0,50.0,53.0,52.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,55.0,50.0,55.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,55.0,55.0,52.0,53.0,51.0,51.0,51.0,51.0,54.0,52.0,54.0,54.0,51.0,52.0
1389,52.0,53.0,52.0,52.0,51.0,51.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,52.0,51.0,51.0,53.0,54.0,51.0,51.0,53.0,53.0,54.0,52.0,55.0,53.0,52.0,52.0,52.0,51.0,54.0,55.0,52.0,51.0,51.0,53.0,53.0
1390,52.0,52.0,53.0,50.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0,54.0,54.0,47.0,55.0,54.0,54.0,51.0,52.0,54.0,54.0,54.0,51.0,53.0,51.0,53.0,53.0,51.0,55.0,52.0,55.0,52.0,53.0,54.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0
1391,54.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,54.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,54.0,52.0,51.0,52.0,52.0,55.0,55.0,51.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,55.0,53.0,51.0,51.0,51.0,53.0,51.0,54.0,50.0,53.0,53.0,51.0,55.0,52.0,51.0,52.0,51.0,51.0,51.0,52.0,54.0
1392,53.0,53.0,50.0,52.0,49.0,53.0,52.0,51.0,51.0,53.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,54.0,52.0,52.0,55.0,51.0,54.0,52.0,51.0,54.0,54.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,50.0,52.0,52.0,53.0,54.0,51.0,53.0,50.0,52.0,53.0,55.0,51.0,52.0,52.0,51.0,53.0
1393,50.0,52.0,51.0,51.0,53.0,51.0,53.0,53.0,51.0,52.0,53.0,52.0,54.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,51.0,51.0,51.0,52.0,56.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,51.0,53.0,54.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0
1394,53.0,54.0,53.0,51.0,52.0,53.0,51.0,52.0,51.0,52.0,54.0,54.0,52.0,51.0,55.0,53.0,52.0,54.0,51.0,53.0,51.0,51.0,50.0,53.0,51.0,51.0,54.0,51.0,52.0,52.0,54.0,52.0,51.0,54.0,53.0,51.0,52.0,54.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,50.0,54.0,51.0,51.0,50.0,53.0
1395,54.0,51.0,54.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,57.0,55.0,53.0,54.0,50.0,52.0,51.0,54.0,51.0,51.0,53.0,52.0,51.0,49.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0,52.0,50.0,53.0,55.0,53.0,53.0,53.0,52.0,51.0
1396,53.0,52.0,53.0,52.0,51.0,51.0,54.0,52.0,53.0,53.0,51.0,53.0,55.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,50.0,55.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,51.0,52.0,50.0,54.0,51.0,54.0,53.0,50.0,50.0,52.0,52.0
1397,52.0,55.0,52.0,51.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,54.0,53.0,54.0,52.0,57.0,52.0,52.0,51.0,52.0,50.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,55.0,51.0,54.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,50.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0
1398,55.0,51.0,54.0,51.0,55.0,51.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,50.0,54.0,51.0,53.0,54.0,52.0,53.0,51.0,55.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,54.0
1399,55.0,52.0,53.0,53.0,51.0,51.0,54.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,55.0,52.0,53.0,54.0,53.0,54.0,53.0,52.0,53.0,52.0,48.0,51.0,52.0,54.0,53.0,54.0,53.0,52.0,50.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,50.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0
1400,54.0,52.0,52.0,51.0,52.0,51.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,55.0,54.0,54.0,52.0,53.0,54.0,54.0,54.0,53.0,51.0,51.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0,51.0,54.0,51.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,54.0,54.0,51.0,50.0
1401,52.0,52.0,52.0,49.0,52.0,51.0,53.0,54.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,55.0,53.0,53.0,52.0,52.0,50.0,50.0,53.0,52.0,52.0,52.0,55.0,51.0,55.0,52.0,54.0,52.0,54.0,51.0,52.0,53.0,54.0,55.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,51.0,50.0,54.0,53.0,53.0,54.0,52.0
1402,56.0,53.0,50.0,50.0,53.0,52.0,52.0,55.0,52.0,52.0,54.0,52.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,52.0,50.0,51.0,54.0,52.0,52.0,53.0,53.0,51.0,53.0
1403,51.0,53.0,52.0,51.0,54.0,51.0,51.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0,52.0,55.0,53.0,52.0,53.0,53.0,53.0,51.0,55.0,51.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,54.0,52.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0
1404,51.0,54.0,52.0,52.0,50.0,53.0,51.0,50.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,53.0,53.0,52.0,50.0,52.0,54.0,51.0,51.0,53.0,52.0,53.0,52.0,54.0,50.0,53.0,51.0,51.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,51.0,50.0,51.0,51.0,51.0,53.0,50.0
1405,52.0,52.0,52.0,51.0,51.0,54.0,51.0,53.0,51.0,53.0,52.0,55.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,55.0,52.0,54.0,52.0,54.0,52.0,53.0,55.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,53.0,53.0
1406,53.0,52.0,50.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,51.0,53.0,54.0,51.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,50.0,51.0,55.0,52.0,52.0,51.0,53.0,54.0,52.0,54.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,50.0,55.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0
1407,54.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,53.0,54.0,54.0,55.0,52.0,54.0,52.0,54.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0,54.0,54.0,52.0,54.0,54.0,52.0,54.0
1408,50.0,53.0,53.0,50.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,55.0,51.0,54.0,53.0,56.0,52.0,49.0,52.0,51.0,52.0,52.0,52.0,53.0,55.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,55.0,52.0,54.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,51.0,53.0,51.0,51.0,53.0,55.0
1409,53.0,55.0,51.0,54.0,52.0,21.0,54.0,52.0,53.0,54.0,55.0,53.0,55.0,49.0,54.0,52.0,51.0,55.0,52.0,51.0,49.0,53.0,52.0,54.0,51.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,54.0,53.0,54.0,51.0,53.0,52.0,53.0,52.0,51.0,54.0,50.0,54.0,52.0,52.0,52.0,51.0
1410,52.0,51.0,51.0,51.0,54.0,-21.0,52.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,54.0,53.0,50.0,52.0,56.0,52.0,51.0,50.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,54.0,54.0,53.0,54.0,54.0,53.0,55.0,52.0,51.0,53.0,49.0,55.0,57.0,53.0,54.0,54.0,52.0,53.0
1411,53.0,52.0,54.0,53.0,53.0,-12.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,51.0,55.0,30.0,54.0,52.0,54.0,50.0,51.0,52.0,52.0,54.0,52.0,51.0,54.0,53.0,54.0,53.0,51.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,55.0
1412,52.0,51.0,51.0,51.0,53.0,22.0,51.0,54.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,-33.0,53.0,54.0,50.0,49.0,52.0,52.0,53.0,51.0,55.0,55.0,54.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0
1413,50.0,52.0,50.0,51.0,53.0,41.0,53.0,54.0,54.0,50.0,53.0,53.0,53.0,52.0,53.0,51.0,-28.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,51.0,54.0,52.0,53.0,52.0,54.0,55.0,51.0,51.0,53.0,52.0,54.0,53.0,50.0,57.0,53.0,50.0,50.0,53.0,52.0
1414,55.0,51.0,54.0,52.0,52.0,48.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,10.0,52.0,52.0,56.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0,55.0,51.0,51.0,53.0,52.0,51.0,50.0,53.0,50.0,52.0,53.0,51.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,55.0,53.0,52.0,52.0,51.0,53.0
1415,51.0,51.0,52.0,53.0,52.0,50.0,51.0,54.0,51.0,53.0,56.0,53.0,52.0,52.0,53.0,51.0,36.0,53.0,54.0,51.0,51.0,53.0,51.0,52.0,52.0,53.0,51.0,55.0,51.0,51.0,49.0,49.0,52.0,53.0,48.0,52.0,56.0,54.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0
1416,53.0,53.0,50.0,52.0,53.0,50.0,53.0,53.0,54.0,53.0,54.0,53.0,51.0,52.0,53.0,52.0,44.0,53.0,54.0,52.0,51.0,52.0,53.0,53.0,50.0,53.0,52.0,52.0,52.0,53.0,52.0,-6.0,53.0,51.0,52.0,50.0,55.0,53.0,54.0,55.0,49.0,52.0,51.0,52.0,52.0,52.0,51.0,54.0,54.0,52.0,52.0,50.0,52.0
1417,52.0,53.0,52.0,52.0,53.0,46.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,51.0,53.0,52.0,49.0,55.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,54.0,55.0,52.0,54.0,53.0,51.0,-94.0,53.0,52.0,52.0,55.0,51.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,54.0,58.0,50.0,55.0,55.0,51.0,54.0
1418,53.0,53.0,53.0,53.0,53.0,46.0,51.0,55.0,51.0,52.0,52.0,54.0,53.0,54.0,55.0,51.0,51.0,53.0,52.0,54.0,55.0,51.0,54.0,50.0,53.0,51.0,51.0,53.0,54.0,52.0,51.0,-73.0,54.0,53.0,54.0,54.0,52.0,54.0,53.0,54.0,53.0,55.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0
1419,53.0,53.0,52.0,52.0,53.0,53.0,51.0,50.0,52.0,51.0,54.0,52.0,54.0,52.0,52.0,51.0,46.0,55.0,52.0,51.0,52.0,51.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,53.0,0.0,52.0,52.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,54.0,51.0,52.0,51.0,52.0,51.0,49.0,52.0,51.0,51.0,52.0,53.0
1420,53.0,52.0,51.0,51.0,54.0,51.0,51.0,53.0,53.0,52.0,55.0,54.0,53.0,51.0,54.0,53.0,43.0,53.0,55.0,51.0,52.0,54.0,52.0,54.0,50.0,53.0,52.0,53.0,53.0,53.0,52.0,37.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,54.0,54.0,54.0,51.0,53.0,51.0,52.0,52.0,52.0,54.0
1421,54.0,54.0,54.0,52.0,52.0,51.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,49.0,50.0,53.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,55.0,54.0,41.0,53.0,51.0,51.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,54.0,51.0,52.0,57.0,53.0,53.0,53.0,53.0,52.0
1422,53.0,52.0,54.0,54.0,52.0,51.0,53.0,54.0,53.0,51.0,54.0,52.0,53.0,51.0,53.0,54.0,50.0,52.0,52.0,51.0,54.0,52.0,53.0,54.0,54.0,53.0,53.0,54.0,53.0,52.0,53.0,48.0,51.0,52.0,52.0,52.0,52.0,52.0,53.0,50.0,54.0,54.0,53.0,54.0,49.0,50.0,55.0,53.0,53.0,53.0,53.0,52.0,52.0
1423,53.0,51.0,51.0,52.0,53.0,51.0,52.0,52.0,51.0,51.0,54.0,53.0,54.0,52.0,54.0,51.0,50.0,54.0,53.0,53.0,50.0,52.0,54.0,52.0,51.0,51.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,54.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,51.0,51.0,52.0,52.0,52.0,54.0,54.0
1424,53.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,53.0,54.0,54.0,52.0,50.0,51.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,44.0,52.0,52.0,50.0,55.0,51.0,53.0,54.0,50.0,50.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0
1425,53.0,52.0,50.0,52.0,52.0,49.0,53.0,53.0,52.0,49.0,53.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0,52.0,50.0,53.0,54.0,55.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,51.0,39.0,54.0,51.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,53.0,51.0,51.0,52.0,51.0
1426,51.0,52.0,50.0,52.0,51.0,50.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,55.0,53.0,53.0,53.0,51.0,51.0,52.0,54.0,51.0,49.0,53.0,54.0,51.0,51.0,53.0,50.0,54.0,52.0,52.0,54.0,52.0,54.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,52.0,51.0
1427,51.0,51.0,53.0,51.0,53.0,50.0,51.0,54.0,52.0,52.0,53.0,52.0,54.0,54.0,53.0,52.0,52.0,53.0,53.0,55.0,51.0,52.0,52.0,54.0,50.0,52.0,54.0,53.0,53.0,51.0,53.0,48.0,53.0,51.0,52.0,56.0,50.0,52.0,53.0,53.0,52.0,55.0,54.0,53.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,51.0,52.0
1428,53.0,53.0,51.0,52.0,53.0,50.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,52.0,51.0,54.0,51.0,53.0,52.0,55.0,52.0,48.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,50.0,51.0,52.0,51.0,54.0,52.0,52.0,54.0,54.0,51.0,51.0,55.0,53.0
1429,54.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,50.0,53.0,51.0,52.0,51.0,53.0,50.0,54.0,51.0,53.0,51.0,49.0,52.0,48.0,52.0,53.0,53.0,54.0,52.0,52.0,50.0,53.0
1430,53.0,53.0,54.0,52.0,53.0,49.0,53.0,53.0,50.0,53.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,55.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,51.0,55.0,53.0,53.0,52.0,54.0,51.0,54.0,52.0,52.0,51.0,53.0,52.0,50.0,52.0,51.0,51.0,50.0,52.0
1431,52.0,52.0,54.0,53.0,52.0,53.0,50.0,52.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,50.0,52.0,54.0,56.0,51.0,53.0,51.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,50.0,54.0,54.0,52.0,51.0,53.0,53.0,56.0,52.0,54.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,54.0
1432,52.0,52.0,51.0,55.0,51.0,54.0,51.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,50.0,54.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,56.0,52.0,51.0,51.0,52.0,51.0
1433,52.0,52.0,53.0,52.0,52.0,51.0,55.0,54.0,50.0,53.0,50.0,52.0,53.0,49.0,55.0,52.0,50.0,53.0,52.0,51.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,54.0,50.0,51.0,52.0,50.0,55.0,52.0,57.0,50.0,52.0,52.0,52.0,54.0,50.0,52.0,54.0,52.0,54.0,50.0,55.0,53.0,53.0,53.0,53.0
1434,54.0,53.0,54.0,51.0,53.0,49.0,52.0,52.0,51.0,50.0,54.0,54.0,53.0,49.0,53.0,52.0,53.0,52.0,50.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,53.0,52.0,53.0,52.0,50.0,51.0,52.0,52.0,51.0,54.0,51.0,52.0,52.0,54.0,55.0,53.0,53.0,51.0,51.0,53.0,51.0,52.0,53.0,53.0,50.0,53.0
1435,52.0,52.0,54.0,51.0,52.0,51.0,51.0,54.0,52.0,50.0,54.0,52.0,52.0,51.0,52.0,51.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,50.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,55.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,52.0,51.0,52.0,55.0,53.0,53.0,53.0,49.0,53.0
1436,53.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,50.0,51.0,53.0,50.0,53.0,54.0,51.0,51.0,52.0,52.0,50.0,53.0,53.0,52.0,50.0,54.0,52.0,54.0,52.0,51.0,52.0,51.0,54.0,52.0,51.0,50.0,53.0,53.0,54.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,50.0,50.0,53.0,52.0
1437,53.0,52.0,53.0,51.0,51.0,50.0,52.0,54.0,52.0,50.0,52.0,54.0,55.0,51.0,53.0,53.0,52.0,52.0,55.0,52.0,53.0,54.0,53.0,52.0,55.0,53.0,52.0,55.0,52.0,52.0,53.0,50.0,51.0,53.0,51.0,53.0,51.0,51.0,55.0,55.0,54.0,54.0,54.0,54.0,48.0,51.0,52.0,52.0,53.0,52.0,52.0,55.0,51.0
1438,54.0,51.0,53.0,50.0,54.0,50.0,54.0,54.0,52.0,51.0,53.0,53.0,55.0,52.0,51.0,52.0,54.0,53.0,54.0,51.0,50.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,50.0,52.0,51.0,53.0,52.0,53.0,52.0,50.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0
1439,52.0,53.0,52.0,50.0,52.0,52.0,54.0,55.0,53.0,51.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,54.0,51.0,54.0,52.0,53.0,51.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,52.0,54.0,53.0,51.0,51.0,51.0,52.0,53.0
1440,54.0,54.0,53.0,51.0,53.0,54.0,52.0,53.0,51.0,54.0,52.0,54.0,52.0,50.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,52.0,53.0,53.0,52.0,51.0,51.0,51.0,52.0,52.0,54.0,54.0,53.0,51.0,51.0,50.0,52.0,54.0,52.0,52.0,55.0,53.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,51.0,51.0,54.0,54.0
1441,52.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,52.0,51.0,52.0,54.0,53.0,54.0,52.0,51.0,55.0,51.0,53.0,53.0,54.0,53.0,54.0,52.0,51.0,53.0,50.0,52.0,53.0,55.0,49.0,53.0,52.0,50.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,55.0,50.0,53.0,52.0,52.0,54.0,52.0
1442,55.0,51.0,50.0,51.0,53.0,50.0,52.0,52.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,51.0,53.0,54.0,53.0,52.0,51.0,53.0,51.0,53.0,52.0,55.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0
1443,54.0,53.0,50.0,50.0,53.0,54.0,52.0,55.0,54.0,54.0,53.0,50.0,54.0,53.0,53.0,52.0,53.0,55.0,53.0,54.0,51.0,53.0,56.0,55.0,54.0,51.0,52.0,55.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,55.0,53.0,52.0,55.0,52.0,54.0,51.0,52.0,52.0,52.0,54.0,54.0,55.0,53.0,53.0,51.0,53.0
1444,53.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,55.0,52.0,52.0,52.0,55.0,52.0,53.0,52.0,52.0,54.0,53.0,54.0,49.0,52.0,52.0,51.0,53.0,52.0,51.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0
1445,54.0,53.0,51.0,50.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,54.0,53.0,52.0,55.0,53.0,54.0,52.0,51.0,54.0,53.0,53.0,51.0,51.0,51.0,51.0,53.0,52.0,53.0,51.0,54.0,52.0,51.0,51.0,53.0,52.0,53.0,54.0,52.0,54.0,52.0,52.0,53.0,52.0,50.0,54.0,52.0,53.0,53.0,51.0,53.0
1446,54.0,55.0,52.0,50.0,53.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,53.0,55.0,53.0,51.0,51.0,53.0,53.0,55.0,52.0,51.0,53.0,51.0,53.0,51.0,54.0,51.0,51.0,53.0,53.0,51.0,50.0,54.0,53.0,55.0,52.0,51.0,54.0,52.0,53.0,52.0,50.0,53.0,51.0,54.0,54.0,54.0,51.0,51.0
1447,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,50.0,51.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0,54.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,55.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,50.0,53.0,56.0,54.0,54.0,54.0,53.0,51.0
1448,53.0,53.0,53.0,52.0,55.0,53.0,54.0,53.0,54.0,52.0,51.0,52.0,53.0,54.0,54.0,52.0,55.0,53.0,52.0,51.0,51.0,52.0,52.0,54.0,51.0,52.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,53.0,52.0,54.0,54.0,50.0,54.0,53.0,51.0,53.0,53.0,50.0,53.0,50.0,52.0,50.0,55.0,52.0,52.0,52.0,53.0
1449,53.0,53.0,51.0,52.0,53.0,52.0,51.0,54.0,51.0,53.0,51.0,54.0,52.0,53.0,54.0,53.0,54.0,54.0,52.0,51.0,52.0,53.0,53.0,51.0,52.0,54.0,52.0,51.0,53.0,53.0,54.0,51.0,51.0,53.0,52.0,53.0,55.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,50.0,50.0,52.0,52.0,51.0,51.0
1450,53.0,54.0,53.0,52.0,54.0,52.0,53.0,53.0,50.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,52.0,50.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,50.0,54.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,54.0,54.0,53.0,52.0
1451,53.0,52.0,54.0,49.0,55.0,53.0,52.0,52.0,52.0,52.0,50.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,54.0,51.0,52.0,55.0,53.0,51.0,53.0,52.0,51.0,51.0,51.0,51.0,54.0,52.0,51.0,54.0,51.0,52.0,53.0,52.0,57.0,52.0,55.0,52.0,52.0,54.0,53.0
