,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52
2107,54.0,55.0,53.0,54.0,54.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,54.0,54.0,52.0,53.0,53.0,54.0,55.0,54.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,-16.0,54.0,55.0,54.0,55.0,55.0,50.0,53.0
2108,53.0,51.0,51.0,52.0,55.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,55.0,51.0,51.0,53.0,54.0,53.0,51.0,51.0,52.0,52.0,54.0,51.0,54.0,52.0,53.0,55.0,52.0,54.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,54.0,54.0,54.0,25.0,53.0,53.0,52.0,54.0,54.0,54.0,52.0
2109,54.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0,51.0,54.0,52.0,55.0,53.0,55.0,52.0,54.0,53.0,51.0,53.0,53.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,52.0,50.0,54.0,51.0,50.0,50.0,51.0,55.0,54.0,53.0,52.0,50.0,54.0,53.0,52.0,32.0,51.0,54.0,52.0,53.0,53.0,53.0,50.0
2110,52.0,52.0,52.0,53.0,52.0,55.0,55.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,53.0,50.0,54.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,43.0,52.0,52.0,54.0,54.0,54.0,51.0,53.0
2111,53.0,53.0,53.0,52.0,53.0,55.0,50.0,52.0,52.0,53.0,53.0,53.0,50.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,50.0,53.0,54.0,51.0,54.0,52.0,52.0,51.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,47.0,54.0,53.0,53.0,52.0,52.0,54.0,51.0
2112,54.0,53.0,53.0,54.0,53.0,53.0,49.0,52.0,53.0,51.0,51.0,54.0,53.0,52.0,54.0,52.0,52.0,53.0,55.0,53.0,51.0,51.0,52.0,51.0,53.0,52.0,55.0,55.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,34.0,52.0,53.0,52.0,53.0,53.0,55.0,53.0
2113,54.0,52.0,52.0,50.0,54.0,53.0,54.0,52.0,52.0,53.0,52.0,54.0,54.0,55.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,51.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,52.0,51.0,54.0,53.0,54.0,35.0,51.0,52.0,54.0,53.0,53.0,52.0,54.0
2114,54.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,51.0,51.0,52.0,53.0,55.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,55.0,54.0,53.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,50.0,52.0,52.0,52.0,51.0,51.0,44.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0
2115,53.0,52.0,54.0,53.0,54.0,52.0,51.0,53.0,53.0,51.0,53.0,54.0,53.0,53.0,54.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,53.0,51.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,47.0,53.0,52.0,54.0,55.0,55.0,54.0,51.0
2116,52.0,53.0,54.0,52.0,55.0,52.0,50.0,52.0,51.0,52.0,50.0,50.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,55.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,48.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0
2117,53.0,53.0,52.0,54.0,54.0,52.0,56.0,52.0,52.0,52.0,51.0,51.0,55.0,53.0,53.0,52.0,53.0,55.0,53.0,53.0,50.0,53.0,53.0,51.0,50.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,52.0,50.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,50.0,50.0,52.0,52.0
2118,53.0,52.0,52.0,53.0,54.0,52.0,52.0,55.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,54.0,54.0,53.0,50.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,52.0,55.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,50.0,51.0,53.0,51.0,53.0,52.0,52.0,54.0,53.0,54.0,54.0,53.0,51.0
2119,55.0,55.0,52.0,53.0,52.0,52.0,50.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,54.0,53.0,51.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,51.0,55.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0,50.0,51.0,55.0,55.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0,51.0
2120,56.0,52.0,50.0,52.0,51.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,55.0,53.0,50.0,52.0,54.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,55.0,50.0,53.0,50.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,51.0,51.0,52.0,54.0
2121,54.0,53.0,50.0,53.0,53.0,51.0,54.0,54.0,54.0,54.0,52.0,51.0,55.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,50.0,53.0,51.0,52.0,50.0,53.0,52.0,51.0,53.0,51.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,52.0,50.0,51.0,53.0,49.0,52.0,52.0,52.0,51.0
2122,53.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,54.0,53.0,49.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,51.0,52.0,52.0,53.0,53.0,55.0,51.0,51.0,52.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,51.0,52.0,54.0,50.0,52.0,54.0,52.0,54.0,54.0,52.0,53.0
2123,52.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,50.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,52.0,50.0,52.0,52.0,51.0,52.0,54.0,53.0,54.0,52.0,52.0,52.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0
2124,53.0,52.0,54.0,53.0,51.0,53.0,54.0,52.0,53.0,54.0,49.0,52.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,55.0,52.0,55.0,52.0,52.0,51.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,52.0,51.0,54.0,51.0,51.0,51.0,53.0,53.0
2125,54.0,53.0,53.0,53.0,53.0,53.0,56.0,53.0,53.0,53.0,52.0,51.0,54.0,55.0,53.0,53.0,52.0,55.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,50.0,51.0,50.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,51.0,53.0,51.0,53.0,53.0,54.0,53.0,53.0,54.0,50.0,52.0,52.0,52.0,51.0,51.0,52.0,53.0
2126,53.0,53.0,51.0,53.0,53.0,51.0,52.0,51.0,52.0,55.0,52.0,54.0,49.0,51.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,55.0,52.0,51.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,52.0,51.0,52.0,51.0,53.0,51.0,51.0,51.0,49.0,53.0,53.0,52.0,52.0
2127,54.0,54.0,52.0,51.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,51.0,52.0,52.0,55.0,52.0,52.0,52.0,53.0,53.0,51.0,54.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,55.0,51.0,54.0,55.0,51.0,52.0,52.0,54.0,54.0,54.0,54.0
2128,54.0,54.0,52.0,51.0,54.0,54.0,53.0,53.0,52.0,52.0,54.0,54.0,56.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,49.0,51.0,51.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,54.0,52.0,50.0,52.0,50.0,51.0,53.0,54.0,50.0,54.0,52.0,53.0,53.0,50.0,52.0,52.0,51.0,53.0
2129,53.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,55.0,52.0,51.0,50.0,52.0,53.0,52.0,53.0,51.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,50.0,53.0,55.0,53.0,51.0,52.0,51.0,51.0,51.0,51.0,53.0,53.0
2130,52.0,53.0,51.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,49.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,52.0,54.0,50.0,50.0,52.0,52.0,55.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,50.0,50.0,55.0,52.0,52.0,53.0,52.0,52.0,53.0,55.0,54.0,55.0,51.0,52.0,52.0,54.0,54.0,55.0,52.0
2131,55.0,51.0,53.0,52.0,53.0,50.0,54.0,53.0,53.0,53.0,51.0,52.0,55.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,54.0,55.0,51.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,50.0,53.0,50.0,54.0,52.0,51.0,52.0,52.0,53.0,51.0,52.0,51.0,53.0,51.0,54.0,54.0,53.0,53.0,54.0,53.0
2132,55.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,55.0,54.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,52.0,54.0,52.0,54.0,53.0,55.0,52.0,53.0,54.0,52.0,51.0,55.0,51.0,51.0,53.0,51.0
2133,55.0,54.0,54.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,49.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,51.0,53.0,52.0,51.0,54.0,54.0,51.0,54.0
2134,54.0,53.0,52.0,55.0,53.0,52.0,51.0,53.0,51.0,52.0,50.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,55.0,51.0,52.0,50.0,54.0,53.0,51.0,51.0,51.0,52.0,54.0,52.0,52.0,51.0,52.0,52.0,53.0,54.0,55.0,54.0,54.0,54.0,52.0,52.0
2135,50.0,54.0,54.0,52.0,54.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,55.0,54.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,52.0,52.0,51.0,53.0,51.0,54.0,51.0,52.0,53.0,51.0,53.0,52.0,54.0,51.0,52.0,52.0,54.0,54.0,54.0,51.0,53.0,53.0,54.0,54.0,55.0,52.0,52.0,52.0,53.0
2136,53.0,52.0,55.0,49.0,51.0,52.0,54.0,53.0,54.0,53.0,52.0,51.0,54.0,52.0,54.0,53.0,53.0,54.0,51.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,55.0,50.0,52.0,52.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,49.0,54.0,53.0,51.0,53.0,53.0,51.0,52.0
2137,55.0,53.0,52.0,54.0,53.0,52.0,50.0,53.0,50.0,53.0,54.0,53.0,48.0,54.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,51.0,51.0,53.0,52.0,54.0,51.0,52.0,55.0,52.0,51.0,51.0,52.0,52.0,51.0,54.0,52.0,52.0,51.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0
2138,52.0,52.0,53.0,54.0,54.0,51.0,52.0,51.0,52.0,53.0,51.0,51.0,53.0,53.0,54.0,51.0,50.0,54.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,52.0,55.0,54.0,52.0,54.0,52.0,51.0,54.0,51.0,53.0,51.0,53.0,51.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,52.0,53.0,54.0,54.0,53.0,52.0
2139,54.0,53.0,52.0,51.0,52.0,52.0,52.0,51.0,55.0,54.0,49.0,51.0,57.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,51.0,53.0,53.0,49.0,52.0,52.0,53.0,53.0,51.0,51.0,51.0,52.0,53.0,52.0,52.0,52.0,51.0,54.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,51.0
2140,53.0,52.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,52.0,54.0,52.0,53.0,50.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,54.0,53.0,54.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,55.0,49.0,54.0,55.0,53.0,54.0,54.0,51.0,54.0
2141,54.0,52.0,54.0,56.0,54.0,51.0,53.0,51.0,53.0,53.0,52.0,52.0,49.0,51.0,55.0,54.0,50.0,53.0,51.0,51.0,53.0,52.0,54.0,53.0,54.0,50.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,51.0,52.0,54.0,52.0,51.0,52.0,52.0,55.0,50.0,53.0,52.0,52.0,50.0,52.0,53.0,53.0,51.0,51.0,54.0,53.0
2142,53.0,52.0,52.0,54.0,55.0,52.0,53.0,55.0,54.0,53.0,51.0,51.0,55.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,51.0,52.0,52.0,55.0,52.0
2143,52.0,53.0,54.0,50.0,54.0,52.0,53.0,53.0,53.0,54.0,53.0,51.0,55.0,55.0,53.0,53.0,56.0,52.0,52.0,51.0,52.0,52.0,50.0,52.0,53.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,49.0,53.0,51.0,54.0,53.0,51.0,52.0,53.0,49.0,52.0,52.0,52.0,51.0
2144,54.0,56.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,52.0,51.0,50.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,51.0,53.0,51.0,55.0,52.0,51.0,56.0,50.0,53.0,53.0,54.0,52.0,53.0,54.0,53.0,51.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,51.0,51.0,53.0,55.0,53.0,53.0,53.0,53.0,52.0
2145,52.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0,51.0,50.0,51.0,53.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,55.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,51.0,51.0,53.0,53.0
2146,51.0,54.0,53.0,50.0,54.0,53.0,53.0,50.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,51.0,55.0,51.0,52.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,51.0,50.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,55.0,53.0
2147,52.0,54.0,53.0,50.0,53.0,54.0,56.0,51.0,51.0,52.0,53.0,53.0,51.0,54.0,52.0,51.0,52.0,52.0,51.0,54.0,52.0,52.0,50.0,51.0,55.0,53.0,54.0,49.0,52.0,54.0,53.0,51.0,51.0,54.0,51.0,52.0,53.0,51.0,55.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0
2148,52.0,51.0,54.0,56.0,54.0,52.0,52.0,52.0,50.0,55.0,53.0,53.0,50.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,54.0,54.0,51.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,51.0,53.0,51.0,54.0,53.0,49.0,54.0,54.0,50.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0
2149,55.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,51.0,54.0,53.0,52.0,51.0,51.0,52.0,56.0,50.0,50.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0
2150,53.0,52.0,51.0,51.0,54.0,52.0,54.0,54.0,53.0,54.0,53.0,52.0,53.0,52.0,53.0,51.0,50.0,54.0,52.0,51.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,51.0,54.0,52.0,53.0,52.0,53.0,49.0,54.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,54.0,51.0,51.0
2151,53.0,53.0,55.0,49.0,53.0,51.0,52.0,52.0,54.0,54.0,52.0,51.0,53.0,53.0,51.0,51.0,54.0,51.0,52.0,52.0,51.0,51.0,52.0,51.0,53.0,52.0,50.0,53.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,52.0,51.0,51.0,52.0,51.0,51.0,51.0,53.0,54.0
2152,53.0,55.0,53.0,55.0,54.0,53.0,53.0,54.0,55.0,53.0,55.0,52.0,51.0,55.0,52.0,53.0,52.0,52.0,55.0,54.0,51.0,53.0,50.0,54.0,51.0,52.0,53.0,50.0,53.0,54.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,49.0,52.0,49.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,52.0,52.0,54.0,54.0,52.0,53.0
2153,55.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,54.0,53.0,53.0,54.0,53.0,50.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,54.0,52.0,50.0,53.0,54.0,53.0,53.0,51.0,52.0,49.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,55.0
2154,55.0,55.0,53.0,51.0,54.0,51.0,55.0,53.0,54.0,54.0,50.0,52.0,54.0,54.0,55.0,52.0,55.0,56.0,55.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,55.0,52.0,54.0,52.0,50.0,54.0,52.0,54.0,51.0,52.0,50.0,55.0,52.0,51.0,53.0,52.0,53.0,53.0,51.0,51.0,53.0,52.0
2155,51.0,54.0,53.0,53.0,54.0,51.0,53.0,51.0,52.0,52.0,53.0,51.0,50.0,54.0,52.0,53.0,53.0,51.0,54.0,51.0,52.0,54.0,52.0,52.0,51.0,51.0,52.0,54.0,54.0,51.0,52.0,54.0,51.0,51.0,54.0,51.0,53.0,50.0,51.0,50.0,54.0,52.0,56.0,52.0,51.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,55.0
2156,54.0,54.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,54.0,52.0,51.0,51.0,53.0,52.0,50.0,53.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,53.0,51.0,51.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0
2157,53.0,53.0,51.0,52.0,55.0,52.0,53.0,52.0,53.0,51.0,49.0,54.0,54.0,54.0,54.0,51.0,53.0,55.0,51.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,55.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,50.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,52.0,54.0,54.0,52.0,53.0
2158,52.0,53.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,51.0,50.0,52.0,52.0,55.0,55.0,54.0,52.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,52.0,51.0,51.0,54.0,53.0,50.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0
2159,51.0,54.0,51.0,53.0,53.0,55.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,53.0,50.0,50.0,54.0,53.0,54.0,49.0,52.0,52.0,52.0,54.0,54.0,50.0,53.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0
2160,52.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,54.0,52.0,50.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,50.0,52.0,53.0,52.0,51.0,53.0,52.0,51.0,50.0,52.0,51.0,51.0,53.0,51.0,53.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,54.0
2161,53.0,53.0,54.0,50.0,55.0,53.0,55.0,52.0,51.0,54.0,51.0,51.0,51.0,54.0,54.0,51.0,54.0,55.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,49.0,52.0,53.0,52.0,51.0,54.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,55.0,53.0,50.0,52.0,52.0,55.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0
2162,52.0,54.0,53.0,55.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,50.0,53.0,54.0,53.0,51.0,53.0,55.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,54.0,51.0,52.0,51.0,50.0,52.0,50.0,53.0,53.0,52.0,52.0,55.0,51.0,55.0,53.0,53.0,53.0,56.0,51.0,51.0,53.0,52.0
2163,52.0,51.0,54.0,53.0,53.0,52.0,50.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0,51.0,51.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,53.0,50.0,53.0,52.0,51.0,51.0,54.0,52.0,50.0,53.0,52.0,54.0,53.0,52.0,54.0,52.0,55.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0,52.0,52.0,54.0
2164,52.0,52.0,52.0,51.0,52.0,51.0,51.0,53.0,52.0,53.0,53.0,51.0,54.0,55.0,53.0,53.0,51.0,54.0,53.0,54.0,50.0,52.0,53.0,55.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,51.0,53.0,55.0,51.0,54.0,52.0,53.0,54.0,54.0,54.0,54.0,53.0
2165,53.0,52.0,52.0,54.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,55.0,52.0,55.0,52.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,51.0,54.0,54.0,53.0,52.0,51.0,52.0,50.0,54.0,51.0,50.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,50.0,50.0,54.0,52.0,54.0,54.0,53.0,53.0
2166,53.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,48.0,55.0,53.0,51.0,50.0,53.0,53.0,53.0,53.0,52.0,53.0,50.0,52.0,52.0,54.0,52.0,52.0,50.0,52.0,52.0,54.0,53.0,52.0,54.0,51.0,55.0,51.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0
2167,53.0,53.0,51.0,53.0,54.0,52.0,52.0,50.0,53.0,52.0,52.0,53.0,53.0,55.0,53.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,51.0,49.0,53.0,51.0,51.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,55.0,54.0,54.0,51.0,53.0
2168,51.0,52.0,53.0,53.0,53.0,50.0,54.0,50.0,51.0,51.0,52.0,50.0,54.0,52.0,53.0,54.0,51.0,56.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,51.0,53.0,51.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,55.0
2169,51.0,55.0,53.0,52.0,52.0,53.0,55.0,51.0,50.0,54.0,51.0,53.0,54.0,53.0,55.0,53.0,52.0,55.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,51.0,51.0,52.0,51.0,49.0,54.0,52.0,52.0,55.0,52.0,53.0,51.0,52.0,55.0,54.0,52.0,54.0,55.0,53.0,52.0,53.0,50.0,52.0,51.0,51.0,51.0,51.0,52.0
2170,54.0,51.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,54.0,54.0,54.0,53.0,52.0,48.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,54.0
