,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19
1360,53.0,52.0,53.0,54.0,51.0,53.0,54.0,53.0,50.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,50.0,52.0,52.0,53.0
1361,52.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,51.0,54.0
1362,52.0,51.0,53.0,52.0,54.0,52.0,55.0,52.0,53.0,52.0,51.0,53.0,54.0,54.0,53.0,53.0,52.0,54.0,51.0,54.0
1363,54.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,52.0,53.0,52.0,50.0,54.0,52.0,53.0,52.0
1364,51.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,52.0,53.0
1365,51.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,51.0,50.0,53.0,52.0,53.0
1366,51.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,50.0,51.0
1367,52.0,55.0,51.0,53.0,53.0,52.0,51.0,54.0,54.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,51.0,51.0
1368,54.0,50.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0
1369,51.0,52.0,53.0,54.0,55.0,52.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,55.0,54.0,52.0,50.0,54.0,51.0,51.0
1370,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0
1371,50.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,53.0,51.0,52.0,51.0,53.0,54.0,51.0,54.0
1372,51.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,50.0,51.0,53.0,54.0,52.0,51.0
1373,51.0,50.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,54.0
1374,50.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,54.0
1375,52.0,54.0,55.0,51.0,53.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,50.0,52.0,51.0,52.0
1376,52.0,53.0,52.0,53.0,53.0,53.0,55.0,53.0,50.0,52.0,52.0,52.0,51.0,54.0,52.0,54.0,54.0,52.0,51.0,53.0
1377,52.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,56.0,53.0
1378,52.0,53.0,52.0,54.0,50.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0
1379,52.0,51.0,51.0,55.0,54.0,53.0,52.0,53.0,55.0,53.0,53.0,53.0,52.0,55.0,52.0,53.0,54.0,54.0,51.0,52.0
1380,52.0,50.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,50.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0
1381,51.0,52.0,53.0,55.0,51.0,53.0,53.0,53.0,54.0,52.0,55.0,52.0,51.0,53.0,52.0,51.0,51.0,55.0,53.0,54.0
1382,53.0,51.0,53.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,55.0,51.0,51.0,53.0,54.0,51.0,51.0,53.0,52.0,52.0
1383,54.0,53.0,53.0,55.0,52.0,55.0,51.0,53.0,53.0,54.0,52.0,55.0,53.0,52.0,54.0,50.0,52.0,54.0,52.0,51.0
1384,51.0,53.0,52.0,54.0,52.0,54.0,52.0,50.0,52.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0
1385,51.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,51.0,51.0,53.0,53.0,54.0,51.0,52.0,52.0,50.0,52.0
1386,52.0,51.0,52.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,50.0,52.0,55.0,53.0,53.0
1387,50.0,52.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,56.0
1388,51.0,49.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,51.0,54.0,51.0,50.0,53.0,53.0,51.0,52.0
1389,54.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,55.0,50.0,53.0,54.0,52.0
1390,54.0,52.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,55.0,52.0,50.0,53.0,53.0,52.0
1391,52.0,54.0,52.0,54.0,51.0,52.0,52.0,51.0,54.0,53.0,52.0,50.0,50.0,51.0,52.0,51.0,53.0,55.0,50.0,52.0
1392,51.0,51.0,51.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,51.0,51.0,53.0,53.0,52.0
1393,51.0,51.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,55.0,54.0,50.0,54.0,52.0,52.0,53.0
1394,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,55.0,53.0,53.0,53.0,52.0,52.0,51.0
1395,52.0,51.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,54.0,52.0
1396,51.0,53.0,53.0,51.0,53.0,52.0,55.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,54.0,51.0
1397,52.0,52.0,53.0,52.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,50.0
1398,54.0,51.0,53.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,52.0,52.0,54.0,52.0,50.0
1399,53.0,51.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,51.0,51.0,53.0,54.0,51.0,53.0,52.0,53.0,51.0,52.0
1400,52.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0,51.0,54.0,50.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0
1401,51.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,55.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,54.0,53.0,51.0
1402,53.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,53.0,54.0,53.0,54.0,50.0,53.0,52.0,51.0
1403,54.0,51.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0
1404,52.0,52.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,52.0,54.0,51.0,51.0,54.0,53.0,51.0,52.0,54.0,54.0,54.0
1405,51.0,52.0,52.0,54.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,52.0,55.0,53.0,53.0,51.0,53.0,51.0,52.0,52.0
1406,53.0,52.0,51.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,51.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0
1407,52.0,48.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,54.0,51.0,52.0,52.0,52.0,55.0,53.0,50.0,53.0,51.0,53.0
1408,52.0,51.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0
1409,53.0,51.0,54.0,51.0,52.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0
1410,52.0,51.0,53.0,54.0,53.0,55.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0,54.0,52.0,52.0,52.0,52.0,51.0
1411,52.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,55.0,53.0,52.0,52.0,50.0,52.0,52.0
1412,53.0,52.0,54.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,50.0,54.0,55.0,53.0,51.0,51.0,54.0,51.0,53.0
1413,54.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,54.0,50.0,53.0,52.0,51.0,53.0,54.0,52.0
1414,53.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0,54.0,53.0,51.0,50.0,50.0,53.0,52.0
1415,52.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0
1416,52.0,54.0,51.0,54.0,55.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,54.0,53.0
1417,54.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,50.0,53.0,52.0,51.0,53.0,52.0,53.0
1418,51.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,55.0,51.0,55.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0
1419,53.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,54.0,52.0,53.0,54.0,54.0,52.0
1420,52.0,51.0,53.0,54.0,53.0,50.0,50.0,52.0,52.0,51.0,52.0,51.0,51.0,51.0,53.0,53.0,53.0,54.0,53.0,51.0
1421,53.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,54.0,51.0,53.0,53.0,52.0,54.0,52.0,52.0,54.0,52.0,51.0,53.0
1422,54.0,51.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,52.0,51.0
1423,52.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,53.0,50.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,52.0
1424,52.0,51.0,53.0,55.0,54.0,55.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,50.0,52.0,53.0,49.0,53.0
1425,51.0,52.0,53.0,53.0,54.0,52.0,54.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0
1426,51.0,53.0,51.0,54.0,53.0,53.0,53.0,50.0,53.0,53.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0,53.0,51.0,52.0
1427,54.0,52.0,54.0,54.0,53.0,53.0,54.0,51.0,52.0,50.0,51.0,54.0,51.0,54.0,54.0,52.0,51.0,51.0,53.0,51.0
1428,52.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,54.0,53.0,52.0,53.0,51.0,52.0,54.0,52.0,53.0,53.0,51.0,53.0
1429,51.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,54.0,53.0,54.0,55.0,56.0,51.0,53.0,52.0,53.0,54.0,54.0
1430,54.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0
1431,54.0,52.0,52.0,52.0,52.0,52.0,50.0,53.0,53.0,52.0,52.0,52.0,49.0,53.0,53.0,54.0,52.0,54.0,53.0,53.0
1432,52.0,54.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0
1433,54.0,52.0,52.0,53.0,55.0,53.0,51.0,54.0,52.0,53.0,53.0,52.0,54.0,51.0,53.0,53.0,55.0,54.0,53.0,53.0
1434,51.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,50.0,52.0,53.0,53.0,51.0,51.0,50.0,53.0
1435,53.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,55.0,53.0,52.0,52.0,53.0,52.0
1436,53.0,51.0,54.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0
1437,52.0,53.0,54.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0
1438,52.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,52.0,54.0,53.0,53.0,54.0,52.0,54.0,52.0,51.0,53.0
1439,51.0,49.0,53.0,55.0,53.0,52.0,52.0,53.0,53.0,51.0,54.0,52.0,52.0,55.0,54.0,54.0,52.0,55.0,53.0,54.0
1440,52.0,51.0,52.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,51.0,53.0
1441,50.0,53.0,53.0,53.0,54.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,55.0,51.0,53.0,52.0,53.0
1442,52.0,51.0,53.0,51.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,50.0,53.0,54.0,54.0,53.0,51.0,53.0,54.0,50.0
1443,54.0,53.0,51.0,53.0,52.0,55.0,51.0,53.0,52.0,51.0,54.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0
1444,52.0,51.0,54.0,53.0,52.0,52.0,51.0,53.0,54.0,54.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0
1445,54.0,51.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,50.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0
1446,53.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,54.0,51.0,54.0,52.0,50.0,51.0,53.0,52.0,51.0
1447,52.0,53.0,50.0,53.0,52.0,53.0,55.0,53.0,52.0,50.0,51.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0
1448,53.0,51.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,55.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,54.0
1449,51.0,51.0,54.0,54.0,53.0,53.0,52.0,55.0,51.0,52.0,51.0,53.0,51.0,52.0,53.0,54.0,51.0,53.0,52.0,53.0
1450,52.0,50.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0
1451,52.0,53.0,54.0,55.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,54.0,53.0,50.0,53.0,52.0,54.0,52.0,52.0
1452,52.0,54.0,53.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0
1453,52.0,53.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,51.0,54.0,51.0,53.0
1454,51.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,51.0,54.0,52.0,52.0,52.0
1455,51.0,50.0,52.0,52.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0,51.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0
1456,52.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,51.0,52.0,51.0,52.0,53.0,52.0,51.0,52.0,49.0,53.0,54.0,55.0
1457,53.0,50.0,50.0,52.0,52.0,51.0,51.0,53.0,53.0,50.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,53.0,54.0,53.0
1458,51.0,53.0,54.0,54.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,51.0,55.0,53.0,52.0,53.0
1459,50.0,52.0,54.0,54.0,52.0,53.0,55.0,54.0,54.0,52.0,52.0,53.0,55.0,55.0,52.0,52.0,49.0,52.0,52.0,52.0
1460,52.0,52.0,53.0,53.0,51.0,55.0,55.0,54.0,53.0,53.0,54.0,52.0,53.0,54.0,53.0,53.0,51.0,51.0,51.0,52.0
1461,52.0,52.0,51.0,53.0,53.0,54.0,54.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0,55.0,51.0,53.0,54.0,51.0,53.0
1462,53.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,51.0,51.0,50.0,54.0,54.0,55.0,51.0,53.0,54.0,52.0,53.0
1463,54.0,52.0,50.0,54.0,54.0,51.0,53.0,54.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,53.0
1464,52.0,52.0,52.0,54.0,53.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,55.0,55.0,52.0,51.0,53.0,52.0,53.0
1465,53.0,51.0,52.0,52.0,50.0,51.0,53.0,54.0,51.0,50.0,51.0,53.0,52.0,54.0,54.0,52.0,53.0,54.0,51.0,52.0
1466,53.0,52.0,53.0,54.0,52.0,53.0,52.0,54.0,51.0,54.0,52.0,51.0,52.0,52.0,50.0,51.0,52.0,53.0,52.0,53.0
1467,53.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,51.0,55.0,52.0,53.0,50.0,51.0,53.0,51.0,52.0
1468,55.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,54.0,53.0,52.0,51.0,52.0
1469,53.0,52.0,53.0,53.0,54.0,55.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,51.0,53.0,53.0,50.0,53.0,55.0,53.0
1470,52.0,52.0,53.0,53.0,51.0,52.0,51.0,54.0,52.0,53.0,52.0,53.0,54.0,50.0,52.0,52.0,53.0,53.0,52.0,50.0
1471,51.0,53.0,51.0,54.0,52.0,53.0,55.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,50.0,52.0,54.0,55.0,51.0,54.0
1472,53.0,51.0,52.0,52.0,52.0,52.0,53.0,54.0,51.0,55.0,51.0,52.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,54.0
1473,51.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,51.0,53.0,51.0,50.0,52.0
1474,51.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,52.0,52.0,55.0,51.0,53.0
1475,54.0,52.0,51.0,52.0,50.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0
1476,54.0,52.0,54.0,55.0,51.0,53.0,52.0,50.0,52.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0
1477,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0
1478,53.0,51.0,52.0,52.0,52.0,50.0,53.0,51.0,53.0,55.0,51.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0
1479,51.0,52.0,53.0,54.0,53.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,52.0,51.0,55.0,52.0,49.0,52.0,52.0,54.0
1480,54.0,51.0,52.0,51.0,51.0,53.0,53.0,53.0,51.0,50.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,50.0,53.0,54.0
1481,54.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0
1482,53.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,56.0,52.0,53.0,52.0,50.0,53.0,52.0,54.0
1483,53.0,50.0,52.0,53.0,51.0,52.0,53.0,52.0,52.0,54.0,54.0,52.0,53.0,51.0,51.0,52.0,53.0,53.0,54.0,53.0
1484,51.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,50.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,51.0
1485,55.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,51.0,51.0,54.0,53.0,53.0,51.0,51.0,53.0,55.0,53.0,54.0
1486,52.0,51.0,53.0,52.0,53.0,52.0,51.0,54.0,51.0,54.0,53.0,54.0,53.0,52.0,54.0,52.0,53.0,54.0,53.0,54.0
1487,50.0,52.0,55.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,51.0,53.0,54.0,52.0,52.0,51.0,49.0,51.0,53.0
1488,53.0,52.0,55.0,53.0,53.0,54.0,53.0,52.0,55.0,52.0,54.0,53.0,53.0,53.0,50.0,51.0,52.0,50.0,53.0,53.0
1489,52.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,51.0,53.0,51.0,53.0,54.0,53.0,51.0,54.0,52.0,52.0
1490,53.0,53.0,53.0,53.0,53.0,51.0,52.0,55.0,51.0,53.0,53.0,51.0,52.0,52.0,53.0,55.0,51.0,51.0,52.0,54.0
1491,53.0,51.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,54.0,54.0,52.0,53.0,52.0,50.0,53.0,51.0,54.0,53.0,55.0
1492,53.0,51.0,51.0,53.0,51.0,52.0,51.0,53.0,53.0,51.0,52.0,56.0,53.0,53.0,54.0,53.0,51.0,51.0,53.0,52.0
1493,51.0,52.0,52.0,53.0,52.0,51.0,51.0,54.0,53.0,53.0,54.0,53.0,54.0,54.0,51.0,54.0,52.0,52.0,52.0,53.0
1494,51.0,51.0,54.0,52.0,53.0,52.0,53.0,53.0,49.0,52.0,52.0,52.0,53.0,53.0,52.0,55.0,52.0,54.0,52.0,54.0
1495,54.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,50.0,52.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,54.0
1496,53.0,52.0,53.0,53.0,55.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0
1497,54.0,52.0,54.0,53.0,52.0,53.0,52.0,55.0,53.0,53.0,49.0,54.0,51.0,55.0,51.0,52.0,51.0,53.0,51.0,53.0
1498,53.0,52.0,54.0,54.0,51.0,52.0,52.0,53.0,53.0,53.0,50.0,51.0,53.0,52.0,55.0,53.0,53.0,54.0,49.0,52.0
1499,52.0,52.0,51.0,53.0,52.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,50.0,52.0
1500,54.0,51.0,54.0,52.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,50.0,52.0
1501,53.0,53.0,52.0,53.0,53.0,50.0,50.0,52.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,54.0,54.0,54.0,52.0,53.0
1502,53.0,52.0,51.0,51.0,54.0,53.0,51.0,52.0,55.0,52.0,52.0,53.0,52.0,56.0,52.0,52.0,52.0,51.0,50.0,54.0
1503,53.0,53.0,53.0,52.0,52.0,54.0,51.0,53.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,56.0
1504,52.0,52.0,53.0,52.0,51.0,53.0,54.0,54.0,52.0,52.0,52.0,52.0,51.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0
1505,52.0,52.0,50.0,53.0,54.0,52.0,52.0,54.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0
1506,52.0,51.0,51.0,52.0,53.0,54.0,51.0,54.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0
1507,52.0,51.0,55.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,51.0,54.0,52.0,52.0,53.0,52.0
1508,53.0,52.0,53.0,51.0,52.0,51.0,52.0,53.0,51.0,54.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,52.0,51.0,53.0
1509,54.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,51.0,54.0,53.0,54.0,54.0,52.0,54.0,52.0,51.0
1510,52.0,52.0,52.0,51.0,53.0,50.0,53.0,54.0,54.0,53.0,52.0,54.0,52.0,54.0,54.0,49.0,52.0,52.0,52.0,53.0
1511,51.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,53.0,55.0,53.0,51.0
1512,53.0,54.0,53.0,52.0,53.0,54.0,55.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,54.0,53.0
1513,51.0,53.0,54.0,53.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0
1514,54.0,53.0,52.0,53.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,54.0,53.0
1515,53.0,51.0,53.0,52.0,54.0,52.0,54.0,55.0,52.0,53.0,51.0,53.0,52.0,51.0,54.0,53.0,52.0,51.0,51.0,52.0
1516,51.0,54.0,54.0,53.0,52.0,54.0,51.0,55.0,52.0,52.0,51.0,51.0,53.0,54.0,52.0,51.0,52.0,54.0,52.0,51.0
1517,53.0,53.0,51.0,54.0,53.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,50.0,51.0,54.0,54.0,52.0,52.0
1518,52.0,53.0,50.0,53.0,53.0,52.0,52.0,55.0,52.0,52.0,53.0,51.0,51.0,53.0,53.0,52.0,54.0,52.0,53.0,54.0
1519,52.0,52.0,52.0,53.0,53.0,53.0,50.0,53.0,54.0,52.0,52.0,52.0,55.0,52.0,54.0,52.0,52.0,54.0,53.0,52.0
1520,52.0,54.0,50.0,52.0,55.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0
1521,52.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,51.0,53.0,51.0,54.0,53.0,54.0,52.0,54.0
1522,54.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,50.0,51.0,53.0,52.0,53.0,53.0,50.0,51.0,51.0,55.0
1523,51.0,53.0,53.0,52.0,51.0,52.0,51.0,55.0,51.0,52.0,52.0,54.0,52.0,54.0,52.0,53.0,52.0,53.0,50.0,53.0
1524,50.0,53.0,54.0,52.0,53.0,51.0,50.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,50.0,55.0,54.0,53.0,51.0,52.0
1525,54.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0
1526,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,56.0,52.0,52.0,52.0,53.0,53.0,55.0
