,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
10,-78.0,-79.19999999999999,-137.99999999999997,-63.59999999999999,-124.8,-53.99999999999999,-106.8,-37.2,-83.99999999999999,-26.399999999999995,-123.6,-124.8,-41.99999999999999,-74.39999999999999,-129.6,-94.8,-108.0,-32.4,-46.8,-62.4,-106.8,-32.4,-105.59999999999998,-75.59999999999998,-38.4,-136.79999999999998,-124.8,-110.39999999999998,-150.0,-174.0,-109.2,-145.2,-136.79999999999998,-142.79999999999998,-26.399999999999995,-100.79999999999998,-79.19999999999999,-97.2,-62.4,-36.0,-121.2,-63.59999999999999,-38.4,-28.8,-134.4,-118.79999999999998,-144.0,-130.8,-69.6,-129.6,-53.99999999999999,-50.39999999999999,-33.6,-38.4,-39.6,-102.0,-51.6,-31.2,-45.6,-38.4,-103.2,-146.39999999999998,-75.59999999999998,-86.39999999999999,-200.4,-46.8,-60.0,-157.2,-49.2,-100.79999999999998,-41.99999999999999,-80.4,-72.0,-103.2,-81.6,-96.0,-62.4,-70.79999999999998,-112.79999999999998,-45.6,-91.2,-98.4,-49.2,-24.0,-37.2,-100.79999999999998,-26.399999999999995,-145.2,-90.0,-116.4,-60.0,-60.0,-51.6,-82.8,-32.4,-85.2,-126.0,-30.0,-154.79999999999998,-94.8
11,-51.6,-49.2,-108.0,-36.0,-121.2,-30.0,-56.39999999999999,-33.6,-55.19999999999999,-16.8,-85.2,-64.8,-32.4,-41.99999999999999,-72.0,-78.0,-64.8,-16.8,-30.0,-57.6,-90.0,-16.8,-62.4,-39.6,-27.599999999999994,-98.4,-86.39999999999999,-93.6,-97.2,-87.6,-62.4,-94.8,-83.99999999999999,-75.59999999999998,-13.199999999999998,-67.2,-53.99999999999999,-55.19999999999999,-58.8,-33.6,-69.6,-56.39999999999999,-20.4,-24.0,-126.0,-52.79999999999999,-76.8,-64.8,-56.39999999999999,-82.8,-45.6,-40.8,-31.2,-24.0,-20.4,-81.6,-47.99999999999999,-13.199999999999998,-28.8,-21.6,-87.6,-130.8,-40.8,-58.8,-148.79999999999998,-44.39999999999999,-40.8,-115.2,-25.2,-80.4,-21.6,-45.6,-63.59999999999999,-62.4,-55.19999999999999,-60.0,-47.99999999999999,-55.19999999999999,-69.6,-44.39999999999999,-60.0,-68.39999999999999,-30.0,-13.199999999999998,-28.8,-81.6,-25.2,-69.6,-67.2,-56.39999999999999,-38.4,-43.2,-46.8,-70.79999999999998,-18.0,-85.2,-88.79999999999998,-30.0,-117.6,-82.8
12,-24.0,-19.2,-46.8,-16.8,-62.4,-15.6,-20.4,-14.4,-22.8,-3.6,-34.8,-25.2,-11.999999999999998,-14.4,-24.0,-24.0,-26.399999999999995,-7.2,-13.199999999999998,-26.399999999999995,-40.8,-5.999999999999999,-22.8,-11.999999999999998,-15.6,-49.2,-38.4,-38.4,-32.4,-34.8,-22.8,-33.6,-31.2,-25.2,-7.2,-31.2,-24.0,-26.399999999999995,-30.0,-18.0,-27.599999999999994,-25.2,-3.6,-13.199999999999998,-57.6,-9.6,-30.0,-25.2,-26.399999999999995,-30.0,-21.6,-15.6,-14.4,-8.4,-3.6,-32.4,-24.0,-3.6,-13.199999999999998,-10.8,-43.2,-62.4,-15.6,-22.8,-60.0,-26.399999999999995,-18.0,-47.99999999999999,-14.4,-33.6,-5.999999999999999,-15.6,-28.8,-19.2,-19.2,-24.0,-20.4,-30.0,-30.0,-18.0,-24.0,-26.399999999999995,-14.4,-3.6,-14.4,-40.8,-9.6,-20.4,-27.599999999999994,-21.6,-16.8,-14.4,-24.0,-34.8,-4.8,-40.8,-36.0,-13.199999999999998,-50.39999999999999,-39.6
13,-7.2,-5.999999999999999,-16.8,-9.6,-26.399999999999995,-5.999999999999999,-7.2,-5.999999999999999,-13.199999999999998,-4.8,-13.199999999999998,-13.199999999999998,0.0,-8.4,-8.4,-8.4,-10.8,-4.8,-3.6,-10.8,-14.4,-1.2,-9.6,-9.6,-4.8,-20.4,-15.6,-13.199999999999998,-14.4,-15.6,-14.4,-11.999999999999998,-15.6,-10.8,-3.6,-13.199999999999998,-9.6,-14.4,-9.6,-8.4,-11.999999999999998,-8.4,0.0,-3.6,-18.0,-9.6,-14.4,-14.4,-8.4,-14.4,-5.999999999999999,-3.6,-5.999999999999999,-4.8,-3.6,-9.6,-10.8,-1.2,-4.8,-4.8,-16.8,-20.4,-2.4,-8.4,-21.6,-9.6,-3.6,-15.6,-5.999999999999999,-10.8,-3.6,-11.999999999999998,-13.199999999999998,-7.2,-5.999999999999999,-7.2,-7.2,-11.999999999999998,-10.8,-5.999999999999999,-8.4,-14.4,-8.4,-2.4,-3.6,-20.4,-4.8,-9.6,-11.999999999999998,-9.6,-5.999999999999999,-3.6,-9.6,-13.199999999999998,-2.4,-13.199999999999998,-11.999999999999998,-3.6,-18.0,-18.0
14,-2.4,-2.4,-9.6,-1.2,-10.8,-1.2,-2.4,-4.8,-7.2,-1.2,-5.999999999999999,-5.999999999999999,0.0,-3.6,-4.8,-3.6,-4.8,0.0,-2.4,-7.2,-9.6,0.0,-4.8,-2.4,-1.2,-9.6,-7.2,-7.2,-7.2,-4.8,-8.4,-4.8,-7.2,-5.999999999999999,-1.2,-4.8,-3.6,-3.6,-5.999999999999999,-4.8,-7.2,-2.4,-4.8,-1.2,-10.8,-2.4,-8.4,-8.4,-7.2,-5.999999999999999,-3.6,0.0,0.0,-1.2,-1.2,-3.6,-5.999999999999999,-1.2,0.0,-2.4,-9.6,-11.999999999999998,-3.6,-3.6,-11.999999999999998,-7.2,-1.2,-8.4,0.0,-8.4,0.0,-2.4,-5.999999999999999,-2.4,-3.6,-3.6,-2.4,-2.4,-8.4,-1.2,-5.999999999999999,-4.8,-2.4,0.0,-2.4,-9.6,-2.4,-2.4,-3.6,0.0,-2.4,-1.2,-2.4,-8.4,-2.4,-7.2,-3.6,-1.2,-9.6,-10.8
15,0.0,0.0,-2.4,0.0,-3.6,-2.4,-1.2,0.0,1.2,0.0,-1.2,-1.2,0.0,0.0,0.0,-2.4,1.2,-2.4,0.0,-2.4,-2.4,1.2,1.2,2.4,1.2,-2.4,-2.4,-1.2,-3.6,3.6,-2.4,-2.4,2.4,0.0,1.2,-1.2,-1.2,-1.2,-1.2,-2.4,1.2,2.4,-1.2,2.4,-5.999999999999999,-3.6,2.4,0.0,0.0,1.2,0.0,0.0,0.0,1.2,1.2,1.2,1.2,-1.2,1.2,2.4,-2.4,0.0,0.0,2.4,-3.6,2.4,0.0,1.2,0.0,0.0,1.2,2.4,-1.2,1.2,0.0,2.4,-2.4,1.2,1.2,0.0,1.2,-1.2,3.6,2.4,2.4,-1.2,-3.6,0.0,0.0,1.2,0.0,0.0,-2.4,-3.6,1.2,-2.4,-1.2,0.0,1.2,-7.2
16,0.0,-2.4,2.4,-1.2,0.0,-1.2,0.0,0.0,1.2,1.2,-1.2,-8.4,0.0,-4.8,-4.8,-1.2,-4.8,0.0,-1.2,0.0,-2.4,-2.4,-1.2,-1.2,1.2,-3.6,-3.6,1.2,-2.4,-3.6,-5.999999999999999,0.0,0.0,-1.2,1.2,-3.6,-2.4,-5.999999999999999,0.0,-1.2,-3.6,-1.2,-3.6,1.2,-1.2,-5.999999999999999,-3.6,-8.4,0.0,-7.2,0.0,-1.2,1.2,1.2,-2.4,1.2,1.2,2.4,-2.4,2.4,0.0,0.0,-1.2,-1.2,-2.4,1.2,1.2,-2.4,-1.2,-1.2,1.2,0.0,-1.2,0.0,-1.2,0.0,0.0,1.2,-2.4,2.4,2.4,1.2,0.0,1.2,2.4,-2.4,-1.2,-3.6,-3.6,-3.6,0.0,1.2,-1.2,0.0,2.4,2.4,0.0,2.4,0.0,-3.6
17,-2.4,-4.8,-5.999999999999999,-4.8,-8.4,0.0,-3.6,-1.2,-7.2,0.0,-7.2,-8.4,-2.4,-2.4,-8.4,-3.6,-7.2,-2.4,-2.4,-2.4,-5.999999999999999,-1.2,-4.8,-5.999999999999999,0.0,-4.8,-7.2,-4.8,-7.2,-4.8,-3.6,-7.2,-8.4,-8.4,-1.2,-5.999999999999999,-1.2,-5.999999999999999,-2.4,-2.4,-8.4,-3.6,-1.2,-1.2,-4.8,-7.2,-4.8,-7.2,-3.6,-8.4,-1.2,-1.2,-4.8,-1.2,-1.2,-4.8,0.0,0.0,-1.2,-1.2,-5.999999999999999,-4.8,-5.999999999999999,-7.2,-8.4,-3.6,-3.6,-8.4,-1.2,-3.6,0.0,-7.2,-5.999999999999999,-4.8,-3.6,-4.8,-3.6,-1.2,-8.4,0.0,-4.8,-3.6,-3.6,-1.2,-1.2,-3.6,0.0,-8.4,-8.4,-7.2,-3.6,-3.6,-2.4,-4.8,-2.4,-3.6,-7.2,0.0,-8.4,-3.6
18,-1.2,2.4,-4.8,-3.6,-5.999999999999999,-1.2,-2.4,0.0,-2.4,0.0,-3.6,-3.6,0.0,-3.6,-1.2,-3.6,0.0,2.4,0.0,-3.6,-5.999999999999999,-1.2,-4.8,-1.2,-2.4,-7.2,-4.8,-4.8,-5.999999999999999,-4.8,-7.2,-2.4,-3.6,-3.6,2.4,-2.4,-2.4,-4.8,-2.4,-2.4,-4.8,-4.8,1.2,2.4,-7.2,-3.6,-3.6,-4.8,-2.4,-3.6,-2.4,-4.8,-2.4,-2.4,1.2,-5.999999999999999,-1.2,2.4,0.0,2.4,-4.8,-8.4,-1.2,-5.999999999999999,-8.4,-2.4,-1.2,-7.2,-1.2,-4.8,1.2,-3.6,-3.6,-3.6,-1.2,-3.6,-1.2,1.2,-4.8,-3.6,-2.4,-3.6,3.6,1.2,1.2,-4.8,-1.2,-4.8,-4.8,-3.6,-2.4,0.0,-1.2,-4.8,2.4,-5.999999999999999,-3.6,2.4,-2.4,-3.6
19,-1.2,-2.4,-2.4,-1.2,-2.4,-1.2,-3.6,1.2,-1.2,0.0,-3.6,-4.8,0.0,-2.4,-1.2,-1.2,-2.4,-1.2,0.0,0.0,-3.6,2.4,-4.8,-2.4,0.0,-5.999999999999999,-2.4,-3.6,-2.4,-3.6,-3.6,-1.2,-2.4,-4.8,2.4,0.0,-1.2,-2.4,-2.4,1.2,-5.999999999999999,0.0,-1.2,0.0,-4.8,0.0,-5.999999999999999,-3.6,0.0,-2.4,0.0,-1.2,0.0,1.2,1.2,-2.4,0.0,0.0,-1.2,1.2,-3.6,-5.999999999999999,0.0,-1.2,-5.999999999999999,0.0,0.0,-3.6,-2.4,0.0,-1.2,-1.2,0.0,-1.2,1.2,-1.2,-2.4,-1.2,-1.2,-2.4,0.0,-2.4,2.4,-1.2,0.0,-1.2,1.2,-3.6,-3.6,-1.2,1.2,-2.4,-2.4,-1.2,-1.2,0.0,-3.6,0.0,-3.6,-2.4
20,-3.6,-2.4,-1.2,-1.2,-5.999999999999999,0.0,-4.8,-1.2,0.0,2.4,-4.8,-2.4,1.2,-3.6,-2.4,-1.2,-3.6,-1.2,1.2,-2.4,-3.6,0.0,-2.4,-2.4,-1.2,-1.2,0.0,-1.2,-3.6,-1.2,0.0,-2.4,-1.2,0.0,-2.4,-4.8,0.0,-1.2,-1.2,-1.2,-2.4,-1.2,0.0,0.0,-4.8,-1.2,-3.6,-1.2,-3.6,-4.8,1.2,1.2,3.6,2.4,0.0,-2.4,-1.2,-1.2,-1.2,3.6,-3.6,-5.999999999999999,1.2,0.0,-7.2,1.2,-2.4,-8.4,3.6,-1.2,1.2,-1.2,-2.4,-1.2,-1.2,-4.8,-3.6,0.0,0.0,1.2,-2.4,-2.4,1.2,1.2,0.0,-3.6,-1.2,-2.4,0.0,1.2,-1.2,-3.6,0.0,-1.2,1.2,-4.8,-4.8,-1.2,-4.8,-3.6
21,2.4,0.0,1.2,1.2,0.0,1.2,3.6,1.2,1.2,0.0,-1.2,1.2,1.2,1.2,3.6,-1.2,1.2,3.6,2.4,1.2,-2.4,1.2,0.0,2.4,3.6,1.2,1.2,1.2,4.8,3.6,-1.2,0.0,1.2,1.2,2.4,2.4,0.0,1.2,-1.2,0.0,1.2,0.0,2.4,1.2,0.0,2.4,4.8,1.2,1.2,1.2,0.0,1.2,1.2,2.4,1.2,-2.4,1.2,1.2,-1.2,0.0,-1.2,-2.4,2.4,0.0,-2.4,0.0,1.2,0.0,3.6,3.6,0.0,0.0,3.6,2.4,1.2,-1.2,1.2,0.0,3.6,0.0,2.4,-1.2,0.0,2.4,2.4,-1.2,1.2,2.4,-2.4,2.4,1.2,0.0,1.2,1.2,0.0,-1.2,0.0,1.2,0.0,0.0
22,-1.2,1.2,-1.2,0.0,1.2,2.4,-1.2,3.6,1.2,1.2,1.2,0.0,3.6,2.4,0.0,2.4,2.4,3.6,3.6,1.2,1.2,1.2,-1.2,1.2,1.2,-1.2,0.0,1.2,3.6,1.2,0.0,0.0,1.2,2.4,2.4,2.4,1.2,0.0,2.4,-3.6,-1.2,0.0,3.6,1.2,3.6,3.6,0.0,-1.2,3.6,1.2,0.0,2.4,1.2,2.4,3.6,-1.2,2.4,3.6,0.0,0.0,2.4,1.2,3.6,2.4,1.2,1.2,0.0,0.0,2.4,4.8,0.0,1.2,2.4,0.0,0.0,3.6,0.0,1.2,2.4,3.6,2.4,3.6,1.2,0.0,1.2,0.0,1.2,0.0,2.4,2.4,0.0,-1.2,1.2,-1.2,0.0,1.2,1.2,1.2,3.6,1.2
23,-2.4,1.2,1.2,1.2,-1.2,0.0,1.2,2.4,1.2,0.0,0.0,1.2,2.4,2.4,-2.4,-1.2,3.6,2.4,0.0,2.4,3.6,2.4,-1.2,0.0,1.2,1.2,1.2,-1.2,0.0,0.0,0.0,1.2,-2.4,1.2,2.4,-2.4,2.4,0.0,1.2,-5.999999999999999,1.2,2.4,1.2,3.6,3.6,-1.2,1.2,-1.2,3.6,1.2,2.4,0.0,1.2,3.6,2.4,-1.2,0.0,-1.2,1.2,2.4,-2.4,2.4,0.0,1.2,2.4,0.0,3.6,3.6,3.6,1.2,1.2,3.6,-1.2,-1.2,-1.2,2.4,1.2,1.2,2.4,1.2,1.2,-1.2,1.2,0.0,3.6,2.4,0.0,0.0,-1.2,-1.2,0.0,2.4,3.6,1.2,1.2,1.2,0.0,-2.4,0.0,1.2
24,2.4,-2.4,2.4,3.6,1.2,2.4,3.6,0.0,1.2,1.2,2.4,2.4,3.6,4.8,1.2,-1.2,0.0,2.4,1.2,1.2,-1.2,0.0,1.2,1.2,1.2,3.6,2.4,0.0,0.0,-1.2,0.0,1.2,2.4,3.6,3.6,3.6,-1.2,-1.2,-2.4,-3.6,-1.2,0.0,1.2,2.4,-2.4,2.4,0.0,2.4,-1.2,1.2,2.4,2.4,1.2,1.2,2.4,0.0,-2.4,1.2,3.6,1.2,-3.6,-1.2,1.2,1.2,0.0,-1.2,2.4,-1.2,4.8,0.0,2.4,1.2,0.0,1.2,1.2,2.4,-1.2,3.6,-2.4,2.4,1.2,1.2,2.4,4.8,1.2,0.0,1.2,0.0,-1.2,1.2,0.0,-1.2,2.4,-1.2,0.0,0.0,1.2,0.0,0.0,-2.4
