,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100
10,-79.19999999999999,-10.8,-14.4,-13.199999999999998,-11.999999999999998,-21.6,-112.79999999999998,-96.0,-21.6,-49.2,-32.4,-9.6,-21.6,-30.0,-67.2,-16.8,-30.0,-21.6,-13.199999999999998,-69.6,-15.6,-104.4,-24.0,-86.39999999999999,-70.79999999999998,-11.999999999999998,-24.0,-19.2,-37.2,-30.0,-15.6,-25.2,-22.8,-16.8,-20.4,-24.0,-64.8,-30.0,-49.2,-38.4,-72.0,-98.4,-57.6,-43.2,-87.6,-34.8,-118.79999999999998,-115.2,-99.6,-68.39999999999999,-94.8,-105.59999999999998,-14.4,-46.8,-50.39999999999999,-25.2,-38.4,-14.4,-47.99999999999999,-53.99999999999999,-123.6,-61.2,-10.8,-34.8,-31.2,-16.8,-49.2,-20.4,-103.2,-78.0,-108.0,-78.0,-26.399999999999995,-20.4,-47.99999999999999,-52.79999999999999,-25.2,-19.2,-22.8,-14.4,-78.0,-19.2,-116.4,-9.6,-36.0,-32.4,-37.2,-21.6,-33.6,-73.19999999999999,-109.2,-55.19999999999999,-10.8,-14.4,-32.4,-53.99999999999999,-68.39999999999999,-14.4,-26.399999999999995,-10.8,-22.8
11,-53.99999999999999,-7.2,-13.199999999999998,-10.8,-10.8,-19.2,-63.59999999999999,-63.59999999999999,-10.8,-25.2,-28.8,-7.2,-9.6,-16.8,-64.8,-13.199999999999998,-15.6,-19.2,-7.2,-27.599999999999994,-14.4,-57.6,-16.8,-44.39999999999999,-43.2,-7.2,-21.6,-7.2,-31.2,-19.2,-5.999999999999999,-13.199999999999998,-14.4,-5.999999999999999,-14.4,-21.6,-28.8,-30.0,-41.99999999999999,-21.6,-51.6,-76.8,-39.6,-43.2,-82.8,-20.4,-110.39999999999998,-73.19999999999999,-73.19999999999999,-52.79999999999999,-72.0,-67.2,-13.199999999999998,-45.6,-25.2,-19.2,-33.6,-10.8,-37.2,-27.599999999999994,-94.8,-28.8,-8.4,-15.6,-26.399999999999995,-5.999999999999999,-43.2,-9.6,-74.39999999999999,-51.6,-69.6,-61.2,-16.8,-9.6,-25.2,-51.6,-15.6,-13.199999999999998,-13.199999999999998,-10.8,-53.99999999999999,-14.4,-100.79999999999998,-2.4,-16.8,-26.399999999999995,-24.0,-10.8,-14.4,-36.0,-61.2,-34.8,-5.999999999999999,-7.2,-20.4,-37.2,-50.39999999999999,-10.8,-9.6,-4.8,-20.4
12,-21.6,0.0,-5.999999999999999,-5.999999999999999,-2.4,-8.4,-21.6,-26.399999999999995,-4.8,-8.4,-8.4,-3.6,-2.4,-5.999999999999999,-31.2,-4.8,-4.8,-9.6,-1.2,-2.4,-5.999999999999999,-16.8,-8.4,-16.8,-18.0,0.0,-8.4,-5.999999999999999,-14.4,-7.2,-1.2,-2.4,-4.8,-2.4,-1.2,-9.6,-8.4,-15.6,-16.8,-2.4,-20.4,-31.2,-16.8,-21.6,-38.4,-4.8,-56.39999999999999,-25.2,-32.4,-18.0,-32.4,-22.8,-8.4,-20.4,-9.6,-5.999999999999999,-15.6,-7.2,-15.6,-7.2,-46.8,-13.199999999999998,-4.8,-5.999999999999999,-13.199999999999998,-1.2,-19.2,-1.2,-28.8,-19.2,-26.399999999999995,-25.2,-8.4,-2.4,-8.4,-24.0,-7.2,-5.999999999999999,-5.999999999999999,-4.8,-28.8,-3.6,-52.79999999999999,-1.2,-7.2,-9.6,-11.999999999999998,-1.2,-8.4,-11.999999999999998,-19.2,-16.8,-1.2,-1.2,-5.999999999999999,-16.8,-27.599999999999994,-2.4,-2.4,-1.2,-7.2
13,-9.6,2.4,-2.4,-2.4,1.2,-1.2,-8.4,-9.6,0.0,-5.999999999999999,-2.4,1.2,2.4,-1.2,-8.4,0.0,0.0,-1.2,0.0,-3.6,-1.2,-9.6,-1.2,-5.999999999999999,-3.6,0.0,-2.4,-2.4,-7.2,-3.6,-2.4,-5.999999999999999,-2.4,1.2,-3.6,1.2,-4.8,-5.999999999999999,-4.8,-5.999999999999999,-7.2,-11.999999999999998,-4.8,-5.999999999999999,-16.8,-2.4,-20.4,-7.2,-14.4,-5.999999999999999,-11.999999999999998,-7.2,-2.4,-9.6,-3.6,-1.2,-5.999999999999999,-2.4,-3.6,-1.2,-20.4,-3.6,-2.4,-1.2,-1.2,-1.2,-5.999999999999999,1.2,-9.6,-8.4,-9.6,-10.8,-2.4,1.2,-1.2,-10.8,1.2,-2.4,-2.4,0.0,-10.8,-3.6,-20.4,0.0,-2.4,-1.2,-3.6,-2.4,-3.6,-3.6,-8.4,-5.999999999999999,1.2,0.0,-3.6,-4.8,-10.8,0.0,-4.8,0.0,-7.2
14,-2.4,2.4,-1.2,2.4,0.0,-2.4,-2.4,-5.999999999999999,2.4,-4.8,-4.8,0.0,3.6,0.0,-3.6,0.0,1.2,1.2,2.4,-1.2,-4.8,-2.4,1.2,-1.2,-2.4,1.2,0.0,0.0,-3.6,0.0,0.0,0.0,2.4,0.0,-1.2,1.2,0.0,-1.2,-3.6,-1.2,-1.2,-7.2,-3.6,-2.4,-8.4,2.4,-8.4,-4.8,-5.999999999999999,-2.4,-5.999999999999999,-3.6,2.4,-3.6,-1.2,0.0,-1.2,0.0,-4.8,1.2,-4.8,-1.2,1.2,-1.2,-2.4,1.2,0.0,1.2,-2.4,-4.8,-4.8,-7.2,-1.2,0.0,-3.6,-5.999999999999999,0.0,-1.2,1.2,2.4,-2.4,0.0,-9.6,2.4,-1.2,-4.8,-1.2,-2.4,-3.6,1.2,-5.999999999999999,-3.6,1.2,0.0,1.2,0.0,-5.999999999999999,1.2,0.0,-1.2,-3.6
15,-1.2,5.999999999999999,-1.2,1.2,-1.2,-1.2,1.2,1.2,3.6,0.0,-1.2,2.4,-3.6,1.2,-1.2,1.2,1.2,-2.4,1.2,1.2,-1.2,3.6,0.0,2.4,-1.2,0.0,1.2,-1.2,1.2,0.0,4.8,2.4,1.2,2.4,1.2,2.4,2.4,0.0,1.2,2.4,1.2,-4.8,-2.4,1.2,0.0,2.4,0.0,-1.2,1.2,0.0,2.4,-2.4,1.2,-1.2,0.0,0.0,0.0,0.0,-3.6,0.0,-3.6,-2.4,0.0,2.4,-1.2,1.2,1.2,2.4,2.4,-2.4,1.2,0.0,3.6,1.2,1.2,-1.2,0.0,-1.2,3.6,3.6,3.6,3.6,-3.6,1.2,2.4,0.0,-2.4,-1.2,0.0,1.2,-2.4,1.2,2.4,1.2,1.2,2.4,2.4,2.4,1.2,0.0,1.2
16,-4.8,-1.2,2.4,2.4,0.0,2.4,-2.4,0.0,0.0,-3.6,2.4,0.0,0.0,1.2,1.2,-1.2,1.2,2.4,0.0,0.0,0.0,-1.2,1.2,-3.6,0.0,3.6,1.2,0.0,-1.2,-2.4,1.2,-1.2,3.6,1.2,2.4,0.0,1.2,3.6,1.2,1.2,-1.2,-1.2,-4.8,1.2,1.2,-1.2,1.2,-2.4,1.2,1.2,0.0,-3.6,4.8,-1.2,-1.2,3.6,1.2,0.0,-1.2,1.2,1.2,0.0,3.6,-1.2,1.2,0.0,-1.2,2.4,-2.4,-1.2,-3.6,-1.2,2.4,1.2,-2.4,-2.4,3.6,3.6,-2.4,1.2,0.0,1.2,-4.8,2.4,0.0,0.0,1.2,3.6,1.2,-3.6,-2.4,0.0,2.4,1.2,1.2,1.2,-1.2,4.8,0.0,1.2,3.6
17,-5.999999999999999,-1.2,3.6,0.0,1.2,-2.4,-8.4,-4.8,-3.6,-1.2,0.0,2.4,0.0,1.2,-3.6,0.0,1.2,-2.4,1.2,-2.4,1.2,-5.999999999999999,1.2,-2.4,-1.2,2.4,0.0,1.2,-3.6,-3.6,-2.4,1.2,-2.4,1.2,-1.2,0.0,1.2,1.2,-1.2,-1.2,-3.6,-3.6,-2.4,1.2,-5.999999999999999,-1.2,-4.8,-7.2,-2.4,-3.6,-5.999999999999999,-5.999999999999999,1.2,0.0,-3.6,-1.2,-1.2,1.2,1.2,-3.6,-3.6,-2.4,1.2,-3.6,-1.2,-1.2,-3.6,1.2,-3.6,-2.4,-5.999999999999999,-4.8,0.0,0.0,-2.4,-2.4,2.4,-1.2,-3.6,0.0,-3.6,3.6,-7.2,-1.2,-3.6,0.0,-3.6,-1.2,2.4,-3.6,-5.999999999999999,-3.6,0.0,0.0,-2.4,-3.6,-2.4,-1.2,0.0,3.6,1.2
18,-4.8,2.4,-1.2,0.0,1.2,2.4,-3.6,-2.4,1.2,0.0,0.0,-1.2,2.4,1.2,-3.6,2.4,0.0,-2.4,2.4,-1.2,0.0,-3.6,1.2,-2.4,-2.4,2.4,-1.2,1.2,-2.4,-1.2,2.4,1.2,1.2,1.2,0.0,3.6,0.0,1.2,-1.2,-1.2,-1.2,-3.6,-1.2,-1.2,-4.8,0.0,-8.4,-3.6,-1.2,-3.6,-3.6,-3.6,0.0,-3.6,1.2,-2.4,1.2,-3.6,0.0,-1.2,-4.8,-3.6,2.4,-3.6,0.0,1.2,-1.2,1.2,-8.4,-3.6,-2.4,-3.6,1.2,1.2,-2.4,-3.6,0.0,-1.2,-2.4,1.2,-3.6,1.2,-4.8,-1.2,2.4,-1.2,0.0,-1.2,-1.2,-2.4,-3.6,-2.4,2.4,-1.2,0.0,-1.2,-1.2,-1.2,1.2,1.2,1.2
19,1.2,1.2,0.0,-1.2,1.2,0.0,-1.2,-1.2,1.2,1.2,0.0,1.2,1.2,-1.2,-2.4,0.0,1.2,1.2,1.2,-3.6,0.0,-1.2,-2.4,-1.2,-3.6,1.2,2.4,0.0,0.0,-1.2,1.2,2.4,-1.2,2.4,-1.2,-1.2,-1.2,-2.4,1.2,0.0,-1.2,-4.8,0.0,-1.2,-4.8,-1.2,-5.999999999999999,-1.2,1.2,-1.2,-2.4,-1.2,1.2,-2.4,2.4,1.2,-1.2,1.2,-1.2,-1.2,1.2,-2.4,3.6,1.2,-1.2,1.2,-3.6,4.8,-3.6,-2.4,-1.2,-1.2,0.0,2.4,-1.2,1.2,0.0,1.2,0.0,0.0,-2.4,-1.2,1.2,2.4,0.0,-1.2,0.0,-1.2,1.2,-2.4,-2.4,-1.2,3.6,1.2,2.4,-1.2,1.2,1.2,2.4,-2.4,1.2
20,0.0,3.6,2.4,2.4,1.2,-1.2,-2.4,-2.4,3.6,1.2,0.0,1.2,-1.2,2.4,1.2,1.2,3.6,1.2,2.4,-1.2,1.2,-2.4,1.2,-1.2,0.0,0.0,0.0,2.4,1.2,0.0,-2.4,1.2,1.2,1.2,2.4,0.0,1.2,-1.2,1.2,-1.2,1.2,-2.4,1.2,0.0,-2.4,0.0,-2.4,-1.2,-1.2,0.0,-1.2,-1.2,1.2,-1.2,-3.6,2.4,0.0,0.0,1.2,0.0,-2.4,-1.2,1.2,-1.2,-1.2,-1.2,-2.4,2.4,-2.4,-2.4,0.0,-1.2,2.4,1.2,1.2,-1.2,2.4,1.2,1.2,-1.2,-3.6,-1.2,-5.999999999999999,0.0,0.0,0.0,0.0,-1.2,1.2,1.2,-1.2,-1.2,2.4,3.6,-2.4,0.0,-1.2,0.0,1.2,2.4,0.0
21,-1.2,2.4,2.4,1.2,0.0,-1.2,1.2,-1.2,0.0,1.2,-1.2,2.4,1.2,1.2,2.4,3.6,1.2,1.2,2.4,3.6,0.0,0.0,1.2,2.4,2.4,1.2,0.0,-1.2,0.0,2.4,1.2,3.6,1.2,1.2,2.4,-1.2,1.2,0.0,1.2,0.0,1.2,-1.2,3.6,0.0,-1.2,0.0,-1.2,1.2,-1.2,1.2,0.0,3.6,2.4,1.2,3.6,2.4,-1.2,0.0,0.0,4.8,3.6,3.6,0.0,1.2,1.2,2.4,2.4,0.0,-1.2,-1.2,0.0,0.0,2.4,1.2,1.2,0.0,1.2,3.6,0.0,0.0,3.6,1.2,-1.2,1.2,0.0,1.2,3.6,2.4,1.2,0.0,3.6,2.4,1.2,2.4,3.6,0.0,1.2,0.0,2.4,3.6,0.0
22,1.2,0.0,-1.2,1.2,1.2,1.2,0.0,1.2,4.8,1.2,2.4,3.6,1.2,2.4,1.2,-1.2,2.4,1.2,1.2,0.0,1.2,1.2,0.0,1.2,2.4,0.0,1.2,0.0,1.2,2.4,1.2,4.8,0.0,2.4,1.2,0.0,1.2,2.4,-1.2,4.8,-1.2,3.6,0.0,1.2,2.4,1.2,1.2,3.6,-1.2,2.4,0.0,1.2,1.2,1.2,1.2,2.4,-2.4,3.6,3.6,1.2,1.2,0.0,1.2,-1.2,1.2,2.4,3.6,0.0,2.4,-1.2,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,3.6,1.2,0.0,1.2,0.0,2.4,2.4,0.0,1.2,2.4,1.2,0.0,2.4,2.4,2.4,1.2,1.2,1.2,0.0,-1.2,0.0,2.4
23,1.2,3.6,0.0,0.0,2.4,0.0,1.2,1.2,0.0,-1.2,3.6,2.4,-1.2,1.2,3.6,1.2,0.0,3.6,3.6,0.0,2.4,-2.4,3.6,2.4,0.0,1.2,-2.4,1.2,-1.2,0.0,1.2,2.4,1.2,2.4,1.2,1.2,0.0,3.6,0.0,0.0,1.2,-2.4,-1.2,1.2,1.2,2.4,1.2,1.2,2.4,0.0,1.2,0.0,2.4,-1.2,0.0,2.4,1.2,2.4,2.4,1.2,0.0,-1.2,1.2,0.0,1.2,2.4,2.4,2.4,-2.4,1.2,2.4,2.4,2.4,2.4,-1.2,2.4,0.0,0.0,1.2,1.2,1.2,2.4,1.2,0.0,0.0,2.4,0.0,2.4,-1.2,0.0,1.2,1.2,3.6,1.2,0.0,1.2,0.0,-1.2,1.2,3.6,1.2
24,-1.2,2.4,0.0,1.2,0.0,0.0,2.4,-2.4,0.0,1.2,0.0,1.2,3.6,1.2,1.2,1.2,1.2,0.0,1.2,0.0,1.2,-1.2,1.2,1.2,1.2,2.4,2.4,2.4,-1.2,-1.2,1.2,2.4,0.0,2.4,0.0,2.4,2.4,3.6,-1.2,3.6,-3.6,2.4,1.2,1.2,1.2,-1.2,1.2,-2.4,0.0,1.2,2.4,-1.2,3.6,3.6,2.4,1.2,1.2,0.0,0.0,0.0,1.2,2.4,2.4,1.2,0.0,1.2,-1.2,1.2,2.4,2.4,-1.2,-1.2,2.4,2.4,0.0,0.0,0.0,0.0,3.6,3.6,2.4,0.0,-1.2,2.4,3.6,1.2,2.4,1.2,2.4,2.4,3.6,1.2,0.0,2.4,1.2,-1.2,0.0,1.2,2.4,2.4,3.6
