,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22
831,52.0,51.0,52.0,52.0,54.0,54.0,49.0,52.0,53.0,52.0,54.0,55.0,53.0,52.0,53.0,53.0,51.0,54.0,51.0,53.0,56.0,55.0,52.0
832,52.0,53.0,53.0,52.0,52.0,50.0,51.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,51.0,51.0
833,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,52.0,51.0,54.0,52.0,53.0,51.0,54.0,53.0,54.0,54.0,53.0
834,51.0,53.0,52.0,53.0,51.0,52.0,56.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,55.0,53.0,51.0,51.0,53.0,51.0,53.0,53.0,51.0
835,52.0,55.0,53.0,53.0,53.0,52.0,50.0,51.0,53.0,54.0,55.0,54.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,54.0,52.0,52.0,52.0
836,51.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,54.0,55.0,52.0,51.0,51.0,54.0,50.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0
837,51.0,53.0,50.0,52.0,53.0,52.0,53.0,53.0,50.0,53.0,52.0,52.0,53.0,52.0,55.0,51.0,53.0,51.0,53.0,51.0,52.0,51.0,52.0
838,51.0,51.0,53.0,54.0,51.0,51.0,51.0,54.0,52.0,53.0,56.0,52.0,52.0,53.0,54.0,52.0,49.0,53.0,55.0,51.0,52.0,53.0,51.0
839,53.0,54.0,53.0,54.0,52.0,52.0,53.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,55.0,52.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0
840,53.0,54.0,52.0,52.0,53.0,55.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0,48.0,54.0,51.0,54.0,53.0,51.0,54.0,52.0,53.0,52.0
841,49.0,51.0,52.0,54.0,52.0,53.0,59.0,53.0,52.0,51.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0
842,51.0,51.0,52.0,53.0,49.0,51.0,50.0,52.0,53.0,54.0,51.0,50.0,53.0,55.0,52.0,54.0,52.0,53.0,54.0,51.0,53.0,51.0,53.0
843,50.0,50.0,53.0,52.0,52.0,52.0,49.0,52.0,51.0,54.0,53.0,50.0,51.0,49.0,52.0,55.0,53.0,53.0,55.0,53.0,54.0,53.0,52.0
844,50.0,51.0,53.0,53.0,52.0,54.0,56.0,51.0,52.0,52.0,53.0,51.0,53.0,51.0,53.0,55.0,54.0,52.0,54.0,53.0,53.0,52.0,55.0
845,52.0,53.0,54.0,53.0,50.0,54.0,54.0,52.0,54.0,52.0,52.0,53.0,52.0,55.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0
846,52.0,52.0,53.0,53.0,51.0,53.0,50.0,52.0,54.0,54.0,53.0,50.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0
847,49.0,53.0,53.0,53.0,52.0,51.0,53.0,51.0,51.0,52.0,51.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,51.0,54.0
848,52.0,52.0,52.0,53.0,54.0,53.0,56.0,53.0,51.0,53.0,53.0,54.0,51.0,53.0,54.0,53.0,51.0,53.0,54.0,52.0,51.0,53.0,52.0
849,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,52.0,55.0,52.0,56.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,51.0,52.0
850,53.0,53.0,52.0,51.0,53.0,52.0,48.0,53.0,53.0,51.0,52.0,56.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0
851,52.0,51.0,53.0,53.0,52.0,51.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,50.0,54.0,50.0,54.0,54.0,53.0,50.0,52.0,53.0,52.0
852,52.0,53.0,50.0,51.0,52.0,50.0,54.0,51.0,50.0,52.0,53.0,55.0,54.0,55.0,52.0,52.0,52.0,51.0,55.0,53.0,52.0,53.0,54.0
853,52.0,51.0,51.0,53.0,51.0,53.0,52.0,53.0,50.0,53.0,52.0,56.0,52.0,54.0,52.0,55.0,53.0,51.0,53.0,53.0,51.0,54.0,52.0
854,53.0,52.0,51.0,53.0,51.0,53.0,49.0,54.0,53.0,50.0,53.0,54.0,51.0,51.0,54.0,55.0,54.0,53.0,53.0,50.0,51.0,54.0,52.0
855,52.0,52.0,52.0,54.0,52.0,53.0,56.0,49.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,54.0
856,52.0,52.0,51.0,53.0,50.0,53.0,54.0,52.0,53.0,54.0,51.0,53.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0
857,53.0,51.0,51.0,52.0,53.0,52.0,49.0,52.0,51.0,54.0,53.0,55.0,55.0,55.0,53.0,52.0,54.0,54.0,53.0,53.0,49.0,53.0,54.0
858,51.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,54.0,55.0,53.0,51.0,49.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0
859,52.0,54.0,52.0,51.0,51.0,52.0,55.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,56.0,52.0,53.0,51.0,52.0,52.0,52.0,50.0,53.0
860,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,52.0,53.0,54.0,54.0,54.0,55.0,54.0,52.0,54.0,51.0,51.0,54.0,51.0,52.0,54.0
861,50.0,52.0,54.0,54.0,52.0,51.0,50.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,51.0,51.0,55.0,52.0,53.0,54.0,52.0,52.0
862,53.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,50.0,53.0,51.0,50.0,53.0,55.0,53.0,53.0,51.0,52.0
863,51.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,53.0,51.0,49.0,54.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0
864,53.0,54.0,52.0,52.0,52.0,49.0,49.0,52.0,52.0,53.0,52.0,50.0,55.0,55.0,55.0,53.0,54.0,52.0,53.0,52.0,52.0,50.0,51.0
865,51.0,50.0,52.0,53.0,54.0,51.0,52.0,51.0,54.0,51.0,52.0,52.0,53.0,50.0,54.0,52.0,52.0,51.0,56.0,54.0,53.0,53.0,54.0
866,52.0,52.0,53.0,52.0,51.0,53.0,53.0,51.0,52.0,51.0,50.0,52.0,47.0,52.0,53.0,53.0,55.0,52.0,54.0,53.0,53.0,53.0,51.0
867,51.0,51.0,53.0,52.0,51.0,53.0,50.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,54.0,53.0,51.0,53.0,53.0
868,51.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,55.0,51.0,52.0,54.0,51.0,52.0,55.0,54.0,53.0,54.0,54.0,55.0,55.0,52.0
869,55.0,55.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,49.0,51.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0
870,53.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,49.0,53.0,52.0,54.0,53.0,54.0,55.0,55.0,53.0,53.0,54.0
871,52.0,53.0,53.0,52.0,50.0,54.0,52.0,51.0,52.0,51.0,52.0,54.0,55.0,55.0,53.0,54.0,54.0,54.0,52.0,51.0,54.0,54.0,51.0
872,54.0,53.0,53.0,52.0,51.0,52.0,51.0,52.0,53.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,53.0,51.0,52.0,54.0,52.0
873,52.0,54.0,54.0,54.0,52.0,51.0,52.0,55.0,54.0,51.0,53.0,50.0,48.0,51.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,52.0
874,55.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,51.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,50.0,51.0,52.0,52.0,52.0,51.0
875,53.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0,53.0,53.0,54.0,52.0,54.0,56.0,54.0,51.0,52.0,51.0,54.0,51.0,51.0,53.0,50.0
876,52.0,53.0,51.0,53.0,49.0,53.0,52.0,51.0,54.0,52.0,53.0,53.0,51.0,51.0,54.0,52.0,56.0,52.0,54.0,51.0,55.0,54.0,52.0
877,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,57.0,52.0,53.0,52.0,52.0,54.0,54.0
878,52.0,52.0,54.0,53.0,52.0,52.0,54.0,51.0,53.0,54.0,53.0,54.0,53.0,55.0,51.0,52.0,53.0,53.0,54.0,52.0,53.0,55.0,53.0
879,53.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,55.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,53.0
880,51.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,51.0,52.0,50.0,53.0,53.0,50.0,54.0,54.0,53.0
881,51.0,52.0,51.0,55.0,52.0,50.0,53.0,51.0,51.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,54.0,54.0,51.0,53.0,52.0,52.0
882,51.0,53.0,51.0,53.0,54.0,51.0,52.0,52.0,50.0,51.0,53.0,55.0,55.0,54.0,54.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0
883,52.0,53.0,51.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,55.0,52.0,50.0,55.0,54.0,52.0
884,51.0,53.0,53.0,55.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,55.0,51.0,50.0,53.0,54.0,54.0,54.0,55.0,53.0,53.0,52.0,52.0
885,51.0,53.0,54.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,55.0,51.0,51.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,54.0
886,53.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,51.0,54.0,52.0,52.0,55.0,50.0,53.0,52.0,54.0,52.0,52.0
887,53.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0
888,52.0,52.0,53.0,53.0,52.0,49.0,52.0,53.0,54.0,55.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0
889,55.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,50.0
890,53.0,55.0,51.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,54.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0
891,53.0,53.0,51.0,52.0,52.0,51.0,53.0,51.0,51.0,54.0,51.0,50.0,51.0,53.0,52.0,54.0,53.0,50.0,52.0,54.0,53.0,52.0,52.0
892,52.0,52.0,53.0,51.0,53.0,52.0,54.0,50.0,50.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,52.0
893,52.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,55.0,53.0,53.0,51.0,51.0,51.0,54.0,53.0,53.0
894,54.0,53.0,52.0,54.0,52.0,53.0,53.0,55.0,53.0,50.0,53.0,51.0,50.0,54.0,55.0,55.0,53.0,53.0,53.0,52.0,50.0,55.0,53.0
895,54.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,51.0,52.0,52.0,51.0,54.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0
896,54.0,51.0,51.0,55.0,49.0,52.0,54.0,53.0,51.0,55.0,50.0,51.0,52.0,52.0,52.0,54.0,53.0,54.0,54.0,51.0,54.0,51.0,52.0
897,53.0,53.0,53.0,49.0,53.0,52.0,52.0,52.0,51.0,50.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,55.0,50.0,54.0,52.0,53.0
898,51.0,55.0,53.0,50.0,52.0,53.0,55.0,51.0,52.0,54.0,52.0,52.0,51.0,53.0,54.0,52.0,52.0,51.0,51.0,52.0,53.0,54.0,53.0
899,51.0,53.0,50.0,54.0,51.0,52.0,53.0,53.0,53.0,52.0,50.0,53.0,49.0,52.0,53.0,53.0,50.0,51.0,54.0,52.0,52.0,51.0,52.0
900,53.0,53.0,51.0,53.0,54.0,55.0,53.0,50.0,52.0,53.0,51.0,54.0,52.0,55.0,53.0,53.0,52.0,50.0,53.0,53.0,54.0,51.0,53.0
901,53.0,54.0,52.0,51.0,51.0,53.0,52.0,50.0,50.0,53.0,53.0,54.0,53.0,55.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0
902,53.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0,55.0,52.0,51.0,52.0,53.0
903,53.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,54.0,50.0,50.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,53.0,54.0,53.0,54.0,52.0
904,53.0,52.0,52.0,54.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,55.0,53.0,51.0,53.0,52.0
905,53.0,54.0,52.0,52.0,52.0,55.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,51.0,52.0,52.0,52.0,53.0
906,54.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,54.0,51.0,51.0,52.0,52.0,55.0,54.0,52.0,54.0,53.0,55.0,51.0
907,53.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,54.0,52.0,51.0,51.0,50.0,54.0
908,53.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,54.0,52.0,53.0,53.0,51.0,53.0,51.0,53.0,51.0,52.0,50.0,50.0
909,52.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,50.0,51.0,53.0,52.0
910,52.0,52.0,52.0,53.0,50.0,50.0,51.0,53.0,53.0,52.0,54.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,50.0,54.0,52.0,52.0
911,53.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,51.0,55.0,52.0,51.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,49.0,54.0,53.0,52.0
912,52.0,51.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0,52.0,51.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0
913,50.0,53.0,52.0,53.0,51.0,52.0,52.0,55.0,53.0,54.0,54.0,53.0,53.0,50.0,54.0,53.0,52.0,53.0,53.0,50.0,53.0,52.0,51.0
914,53.0,54.0,54.0,53.0,52.0,49.0,51.0,53.0,50.0,55.0,53.0,52.0,51.0,53.0,55.0,54.0,53.0,54.0,52.0,51.0,51.0,55.0,51.0
915,53.0,53.0,52.0,54.0,52.0,52.0,54.0,50.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0
916,52.0,53.0,51.0,54.0,52.0,50.0,53.0,53.0,54.0,53.0,52.0,54.0,52.0,54.0,53.0,52.0,54.0,53.0,54.0,51.0,51.0,52.0,53.0
917,53.0,53.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,54.0,52.0,54.0,51.0,52.0,51.0,50.0,54.0,53.0,51.0,52.0
918,53.0,51.0,52.0,53.0,50.0,52.0,52.0,53.0,49.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,54.0,52.0
919,53.0,54.0,51.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,51.0,52.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,51.0,53.0,54.0
920,53.0,52.0,53.0,52.0,54.0,54.0,52.0,55.0,56.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,54.0,54.0,52.0
921,53.0,51.0,53.0,54.0,53.0,55.0,52.0,50.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,54.0,52.0,54.0,51.0,50.0
922,52.0,52.0,55.0,54.0,54.0,50.0,50.0,50.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,50.0,53.0,53.0,52.0,52.0,52.0
923,52.0,52.0,55.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,53.0,52.0,53.0,51.0,51.0,53.0,49.0
924,52.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,55.0,54.0,53.0,54.0,53.0,53.0,50.0,52.0,51.0,52.0
925,53.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0,51.0,52.0,55.0,53.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,52.0,55.0,54.0,51.0
926,55.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,54.0,54.0,52.0,51.0,54.0,54.0,53.0,53.0,55.0,55.0,51.0,53.0,53.0,52.0
927,54.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,50.0,51.0,54.0,52.0,52.0,54.0,49.0,53.0,51.0,54.0,53.0,53.0,54.0,52.0
928,52.0,51.0,53.0,54.0,49.0,52.0,51.0,51.0,51.0,50.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0
929,53.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,50.0,52.0,52.0,52.0,50.0,54.0,54.0,55.0,51.0,54.0,55.0,50.0,51.0,52.0,54.0
930,51.0,52.0,53.0,53.0,52.0,53.0,53.0,55.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,55.0,53.0,54.0,51.0,55.0,53.0,54.0
931,51.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,56.0,50.0,53.0,53.0,52.0
932,50.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,54.0
933,51.0,52.0,50.0,54.0,52.0,55.0,53.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,55.0,53.0,50.0
934,52.0,53.0,54.0,55.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,50.0
935,53.0,52.0,54.0,53.0,50.0,52.0,52.0,51.0,53.0,54.0,52.0,51.0,51.0,54.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0
936,53.0,52.0,53.0,54.0,50.0,53.0,52.0,50.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0
937,51.0,52.0,54.0,55.0,52.0,50.0,49.0,53.0,51.0,53.0,52.0,54.0,54.0,52.0,54.0,51.0,52.0,52.0,55.0,51.0,53.0,53.0,53.0
938,53.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,51.0,55.0,53.0,51.0,50.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,55.0,51.0
939,54.0,54.0,54.0,53.0,50.0,53.0,52.0,53.0,51.0,53.0,54.0,50.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0
940,51.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,51.0,54.0,53.0,52.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0
941,53.0,52.0,51.0,54.0,53.0,52.0,53.0,54.0,52.0,55.0,52.0,51.0,52.0,55.0,53.0,56.0,52.0,54.0,53.0,49.0,53.0,53.0,49.0
942,52.0,54.0,53.0,52.0,52.0,50.0,53.0,51.0,52.0,52.0,53.0,51.0,51.0,52.0,54.0,54.0,50.0,51.0,54.0,51.0,53.0,50.0,53.0
943,51.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,55.0,55.0,54.0,52.0,51.0,54.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0
944,54.0,53.0,50.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,50.0,52.0,52.0,51.0
945,51.0,52.0,49.0,54.0,50.0,50.0,51.0,50.0,54.0,54.0,51.0,52.0,52.0,53.0,54.0,54.0,53.0,51.0,52.0,51.0,52.0,50.0,53.0
946,52.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,54.0,50.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,54.0,52.0,53.0,53.0,53.0
947,53.0,53.0,53.0,53.0,52.0,53.0,50.0,55.0,52.0,53.0,52.0,55.0,53.0,53.0,51.0,53.0,51.0,51.0,56.0,51.0,52.0,52.0,53.0
948,53.0,52.0,50.0,54.0,52.0,52.0,53.0,56.0,54.0,51.0,52.0,53.0,48.0,54.0,52.0,52.0,52.0,51.0,54.0,53.0,54.0,50.0,52.0
949,51.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,50.0,51.0,52.0,53.0,55.0,52.0,55.0,52.0,55.0,53.0,53.0,51.0,51.0
950,50.0,51.0,55.0,54.0,52.0,55.0,51.0,53.0,54.0,54.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0
951,51.0,48.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0,54.0,51.0,54.0,54.0,52.0,51.0,52.0,52.0,50.0,52.0,53.0,52.0
952,52.0,56.0,53.0,52.0,53.0,52.0,51.0,51.0,52.0,50.0,52.0,50.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,52.0,51.0,52.0
953,54.0,55.0,52.0,55.0,52.0,52.0,52.0,54.0,51.0,51.0,54.0,53.0,50.0,54.0,55.0,54.0,54.0,53.0,53.0,51.0,54.0,52.0,50.0
954,52.0,50.0,53.0,53.0,51.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,55.0,53.0,54.0,51.0,55.0,52.0,50.0
955,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,55.0,54.0,55.0,54.0,52.0,51.0,49.0,52.0,52.0,53.0,51.0,51.0,51.0,53.0
956,53.0,54.0,50.0,55.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,50.0,54.0,54.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0
957,54.0,53.0,53.0,54.0,51.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0
958,52.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,50.0,54.0,52.0,53.0,52.0,55.0,53.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0
959,52.0,50.0,51.0,53.0,53.0,54.0,51.0,51.0,51.0,55.0,53.0,52.0,52.0,52.0,54.0,55.0,53.0,53.0,52.0,52.0,52.0,51.0,50.0
960,53.0,56.0,52.0,53.0,53.0,51.0,52.0,51.0,51.0,52.0,53.0,51.0,53.0,50.0,53.0,53.0,51.0,54.0,52.0,53.0,54.0,53.0,52.0
961,52.0,52.0,54.0,53.0,53.0,50.0,51.0,53.0,51.0,53.0,51.0,51.0,53.0,55.0,55.0,52.0,51.0,54.0,53.0,53.0,54.0,52.0,49.0
962,52.0,51.0,53.0,53.0,52.0,54.0,51.0,49.0,53.0,52.0,52.0,58.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,50.0,53.0,52.0,52.0
963,53.0,55.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,49.0,52.0,53.0,52.0,54.0,56.0,52.0,53.0,49.0,52.0,53.0,53.0
964,52.0,54.0,53.0,52.0,53.0,48.0,52.0,53.0,52.0,52.0,52.0,48.0,54.0,52.0,52.0,55.0,53.0,53.0,53.0,49.0,52.0,54.0,53.0
965,51.0,50.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,55.0,50.0,51.0,53.0,52.0,52.0,54.0,54.0,52.0,55.0,52.0,52.0
966,51.0,50.0,53.0,54.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,54.0,51.0,54.0,54.0,54.0,55.0,54.0,52.0,52.0,52.0,54.0,52.0
967,52.0,56.0,51.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,54.0,50.0,55.0,51.0,53.0,53.0,54.0,52.0,52.0,54.0,53.0,54.0,51.0
968,52.0,50.0,53.0,53.0,53.0,51.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,55.0,54.0,52.0,52.0,53.0,52.0
969,50.0,49.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,55.0,52.0,53.0,55.0,52.0,52.0,53.0,53.0,51.0,51.0,54.0,54.0
970,53.0,50.0,52.0,54.0,53.0,53.0,52.0,50.0,51.0,55.0,53.0,52.0,53.0,52.0,53.0,55.0,52.0,53.0,55.0,52.0,53.0,53.0,53.0
971,52.0,54.0,51.0,54.0,52.0,50.0,53.0,55.0,53.0,53.0,52.0,48.0,52.0,54.0,53.0,54.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0
972,52.0,53.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0,55.0,53.0,53.0,52.0,53.0,52.0,51.0,51.0,54.0,53.0,53.0,52.0
973,52.0,47.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,54.0,52.0,55.0,52.0,52.0,53.0,54.0,53.0,51.0
974,52.0,54.0,52.0,54.0,53.0,51.0,53.0,50.0,53.0,52.0,52.0,50.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,50.0
975,51.0,54.0,54.0,53.0,52.0,54.0,51.0,53.0,53.0,52.0,53.0,49.0,54.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0
976,52.0,50.0,52.0,52.0,53.0,53.0,54.0,52.0,54.0,52.0,51.0,54.0,54.0,53.0,54.0,54.0,55.0,53.0,52.0,51.0,52.0,54.0,52.0
977,53.0,50.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,55.0,52.0,51.0,53.0,52.0,55.0,53.0,52.0,52.0,54.0,51.0,53.0
